Step MaxReplicaForce MaxAtomForce GradV0 GradV1 GradVc EBF EBR RDT RD1 PE1 RD2 PE2 RDN PEN RDN PEN RDN PEN RDN PEN
7970 0.048500626 0.0017952613 6.067101e-14 1.2456154e-13 1.4243929 0.2360274 0.2360274 3.9635473 0 -4117.9513 0.2 -4117.9438 0.4 -4117.7152 0.6 -4117.7154 0.8 -4117.9438 1 -4117.9513
7980 0.05887208 0.0024508293 2.17309e-13 1.4141723e-13 1.4291793 0.23385804 0.23385804 3.9635473 0 -4117.9513 0.2 -4117.9439 0.4 -4117.7174 0.6 -4117.7176 0.8 -4117.9439 1 -4117.9513
7990 0.058518875 0.0024119946 2.8427475e-13 2.914247e-13 1.433649 0.23178276 0.23178276 3.9635473 0 -4117.9513 0.2 -4117.944 0.4 -4117.7195 0.6 -4117.7196 0.8 -4117.944 1 -4117.9513
8000 0.049037393 0.0018603396 7.2448656e-14 9.9197598e-14 1.4380566 0.22982029 0.22982029 3.9635473 0 -4117.9513 0.2 -4117.9441 0.4 -4117.7214 0.6 -4117.7216 0.8 -4117.9441 1 -4117.9513
8010 0.060547231 0.0025451766 1.3052898e-13 1.2083249e-13 1.4421572 0.22772575 0.22772575 3.9635473 0 -4117.9513 0.2 -4117.9442 0.4 -4117.7235 0.6 -4117.7237 0.8 -4117.9442 1 -4117.9513
8020 0.04580764 0.0017452926 8.5919598e-15 1.2324829e-14 1.4458593 0.22579566 0.22579566 3.9635473 0 -4117.9513 0.2 -4117.9443 0.4 -4117.7255 0.6 -4117.7256 0.8 -4117.9443 1 -4117.9513
8030 0.045423004 0.0017294032 1.2211031e-14 1.7537067e-15 1.4494663 0.22388455 0.22388455 3.9635473 0 -4117.9513 0.2 -4117.9444 0.4 -4117.7274 0.6 -4117.7275 0.8 -4117.9444 1 -4117.9513
8040 0.045546265 0.0017329412 8.0080037e-15 1.5283936e-14 1.4530046 0.22186743 0.22186743 3.9635473 0 -4117.9513 0.2 -4117.9445 0.4 -4117.7294 0.6 -4117.7296 0.8 -4117.9445 1 -4117.9513
8050 0.045604696 0.0016870504 2.8792397e-15 9.040795e-15 1.4563967 0.21988299 0.21988299 3.9635473 0 -4117.9513 0.2 -4117.9446 0.4 -4117.7314 0.6 -4117.7315 0.8 -4117.9446 1 -4117.9513
8060 0.045775311 0.0016498658 2.0761173e-13 1.8547285e-13 1.4603103 0.21725046 0.21725046 3.9635473 0 -4117.9513 0.2 -4117.9447 0.4 -4117.734 0.6 -4117.7342 0.8 -4117.9447 1 -4117.9513
8070 0.050705017 0.0018612914 5.0644774e-13 1.9380203e-13 1.463031 0.21506822 0.21506822 3.9635473 0 -4117.9513 0.2 -4117.9448 0.4 -4117.7362 0.6 -4117.7364 0.8 -4117.9448 1 -4117.9513
8080 0.046688413 0.0016504074 2.8943295e-13 1.1003426e-13 1.4650717 0.21295281 0.21295281 3.9635473 0 -4117.9513 0.2 -4117.9449 0.4 -4117.7383 0.6 -4117.7385 0.8 -4117.9449 1 -4117.9513
8090 0.045990705 0.0015668162 7.2498614e-14 3.9469608e-14 1.4668186 0.21104994 0.21104994 3.9635473 0 -4117.9513 0.2 -4117.945 0.4 -4117.7402 0.6 -4117.7404 0.8 -4117.945 1 -4117.9513
8100 0.045969328 0.0015434066 4.0755781e-14 1.0144192e-14 1.4684922 0.20906685 0.20906685 3.9635473 0 -4117.9513 0.2 -4117.945 0.4 -4117.7422 0.6 -4117.7424 0.8 -4117.945 1 -4117.9513
8110 0.046059903 0.0015313902 4.5595277e-14 2.775299e-14 1.469723 0.20680498 0.20680498 3.9635473 0 -4117.9513 0.2 -4117.9451 0.4 -4117.7445 0.6 -4117.7446 0.8 -4117.9451 1 -4117.9513
8120 0.046038631 0.0014796681 3.9793952e-14 1.7806733e-14 1.4703743 0.20459043 0.20459043 3.9635473 0 -4117.9513 0.2 -4117.9452 0.4 -4117.7467 0.6 -4117.7468 0.8 -4117.9452 1 -4117.9513
8130 0.046051394 0.0014976657 6.7522899e-15 3.069938e-15 1.471329 0.20244714 0.20244714 3.9635473 0 -4117.9513 0.2 -4117.9453 0.4 -4117.7488 0.6 -4117.749 0.8 -4117.9453 1 -4117.9513
8140 0.04610783 0.0014287739 1.1519185e-14 1.0150236e-14 1.4714137 0.20018462 0.20018462 3.9635473 0 -4117.9513 0.2 -4117.9454 0.4 -4117.7511 0.6 -4117.7512 0.8 -4117.9454 1 -4117.9513
8150 0.046315963 0.0014219813 1.1106263e-14 1.442251e-14 1.4710017 0.19805561 0.19805561 3.9635473 0 -4117.9513 0.2 -4117.9455 0.4 -4117.7532 0.6 -4117.7534 0.8 -4117.9455 1 -4117.9513
8160 0.046024638 0.0013925214 1.4350882e-14 1.1532078e-14 1.470581 0.19582099 0.19582099 3.9635473 0 -4117.9513 0.2 -4117.9456 0.4 -4117.7554 0.6 -4117.7556 0.8 -4117.9456 1 -4117.9513
8170 0.046267198 0.0013952752 8.2806163e-14 3.4200912e-14 1.4693851 0.19357162 0.19357162 3.9635473 0 -4117.9513 0.2 -4117.9457 0.4 -4117.7577 0.6 -4117.7579 0.8 -4117.9456 1 -4117.9513
8180 0.04898325 0.001674995 1.1112467e-13 1.3086217e-13 1.4682966 0.19144925 0.19144925 3.9635473 0 -4117.9513 0.2 -4117.9457 0.4 -4117.7598 0.6 -4117.76 0.8 -4117.9457 1 -4117.9513
8190 0.05898382 0.0024775808 1.1875738e-13 1.2580713e-13 1.4663857 0.18931623 0.18931623 3.9635473 0 -4117.9513 0.2 -4117.9458 0.4 -4117.7619 0.6 -4117.7621 0.8 -4117.9458 1 -4117.9513
8200 0.051901466 0.0019608191 3.5392151e-13 2.4403223e-13 1.4644558 0.18701096 0.18701096 3.9635473 0 -4117.9513 0.2 -4117.9459 0.4 -4117.7643 0.6 -4117.7644 0.8 -4117.9459 1 -4117.9513
8210 0.052847325 0.0020083723 1.2907673e-13 1.0334318e-13 1.4622476 0.18507917 0.18507917 3.9635473 0 -4117.9513 0.2 -4117.946 0.4 -4117.7662 0.6 -4117.7664 0.8 -4117.946 1 -4117.9513
8220 0.045711773 0.0011593657 3.3999235e-15 7.8071025e-15 1.4597925 0.18312263 0.18312263 3.9635473 0 -4117.9513 0.2 -4117.946 0.4 -4117.7681 0.6 -4117.7683 0.8 -4117.946 1 -4117.9513
8230 0.045721617 0.0011793067 1.5848032e-14 8.1733894e-15 1.4569232 0.18099983 0.18099983 3.9635473 0 -4117.9513 0.2 -4117.9461 0.4 -4117.7703 0.6 -4117.7704 0.8 -4117.9461 1 -4117.9513
8240 0.045595385 0.0011705692 1.2817419e-14 8.4764849e-15 1.4543087 0.17907112 0.17907112 3.9635473 0 -4117.9513 0.2 -4117.9462 0.4 -4117.7722 0.6 -4117.7724 0.8 -4117.9462 1 -4117.9513
8250 0.045477829 0.001150295 8.6261464e-15 6.5302331e-15 1.4509955 0.17707294 0.17707294 3.9635473 0 -4117.9513 0.2 -4117.9462 0.4 -4117.7742 0.6 -4117.7744 0.8 -4117.9462 1 -4117.9513
8260 0.045521219 0.001168626 2.283581e-14 9.7539083e-15 1.4475256 0.17502422 0.17502422 3.9635473 0 -4117.9513 0.2 -4117.9463 0.4 -4117.7762 0.6 -4117.7764 0.8 -4117.9463 1 -4117.9513
8270 0.04657791 0.0014206855 3.0390475e-14 5.9480822e-14 1.4435918 0.1728641 0.1728641 3.9635473 0 -4117.9513 0.2 -4117.9464 0.4 -4117.7784 0.6 -4117.7786 0.8 -4117.9464 1 -4117.9513
8280 0.055072852 0.0021579472 3.4665206e-14 1.4966647e-14 1.4394133 0.17082852 0.17082852 3.9635473 0 -4117.9513 0.2 -4117.9465 0.4 -4117.7804 0.6 -4117.7806 0.8 -4117.9464 1 -4117.9513
8290 0.044944814 0.0010780908 1.0894763e-13 7.7837251e-14 1.4349298 0.16857928 0.16857928 3.9635473 0 -4117.9513 0.2 -4117.9465 0.4 -4117.7827 0.6 -4117.7828 0.8 -4117.9465 1 -4117.9513
8300 0.044800702 0.0010561802 1.3297523e-13 3.1255095e-14 1.4306658 0.16664826 0.16664826 3.9635473 0 -4117.9513 0.2 -4117.9466 0.4 -4117.7846 0.6 -4117.7848 0.8 -4117.9466 1 -4117.9513
8310 0.045122352 0.0012272657 3.8961261e-13 1.7286852e-13 1.4259168 0.16452192 0.16452192 3.9635473 0 -4117.9513 0.2 -4117.9467 0.4 -4117.7867 0.6 -4117.7869 0.8 -4117.9467 1 -4117.9513
8320 0.044465493 0.0010163106 6.5076385e-14 4.199e-14 1.4210085 0.16249486 0.16249486 3.9635473 0 -4117.9513 0.2 -4117.9467 0.4 -4117.7888 0.6 -4117.7889 0.8 -4117.9467 1 -4117.9513
8330 0.044292562 0.00099890241 3.5606848e-14 6.6350248e-14 1.4156526 0.16032064 0.16032064 3.9635473 0 -4117.9513 0.2 -4117.9468 0.4 -4117.7909 0.6 -4117.7911 0.8 -4117.9468 1 -4117.9513
8340 0.04416055 0.001067901 1.7214261e-13 1.7077623e-13 1.4098953 0.15821931 0.15821931 3.9635473 0 -4117.9513 0.2 -4117.9469 0.4 -4117.793 0.6 -4117.7932 0.8 -4117.9469 1 -4117.9513
8350 0.043958051 0.00099101444 2.5459446e-14 3.1453847e-14 1.4049451 0.15634124 0.15634124 3.9635473 0 -4117.9513 0.2 -4117.9469 0.4 -4117.7949 0.6 -4117.7951 0.8 -4117.9469 1 -4117.9513
8360 0.043820652 0.0010485681 1.335714e-13 2.2606956e-13 1.3989486 0.1541989 0.1541989 3.9635473 0 -4117.9513 0.2 -4117.947 0.4 -4117.7971 0.6 -4117.7972 0.8 -4117.947 1 -4117.9513
8370 0.043607171 0.00099507312 1.4616178e-14 6.2320401e-15 1.3935647 0.15232588 0.15232588 3.9635473 0 -4117.9513 0.2 -4117.947 0.4 -4117.7989 0.6 -4117.7991 0.8 -4117.947 1 -4117.9513
8380 0.043431244 0.0010005158 1.4674071e-14 2.8569955e-14 1.3877078 0.15034094 0.15034094 3.9635473 0 -4117.9513 0.2 -4117.9471 0.4 -4117.8009 0.6 -4117.8011 0.8 -4117.9471 1 -4117.9513
8390 0.043267684 0.0010145666 1.3277037e-14 1.4275148e-14 1.3818533 0.14848779 0.14848779 3.9635473 0 -4117.9513 0.2 -4117.9472 0.4 -4117.8028 0.6 -4117.8029 0.8 -4117.9472 1 -4117.9513
8400 0.043046141 0.00097882044 3.0974419e-14 5.4012041e-15 1.3756486 0.14659829 0.14659829 3.9635473 0 -4117.9513 0.2 -4117.9472 0.4 -4117.8047 0.6 -4117.8048 0.8 -4117.9472 1 -4117.9513
8410 0.043281952 0.0011562094 1.6155997e-13 8.3669688e-14 1.3689097 0.14445819 0.14445819 3.9635473 0 -4117.9513 0.2 -4117.9473 0.4 -4117.8068 0.6 -4117.807 0.8 -4117.9473 1 -4117.9513
8420 0.046360259 0.001585735 2.5037085e-13 1.393156e-13 1.3625735 0.14260591 0.14260591 3.9635473 0 -4117.9513 0.2 -4117.9473 0.4 -4117.8087 0.6 -4117.8088 0.8 -4117.9473 1 -4117.9513
8430 0.053096702 0.0021060646 2.802761e-13 1.6047219e-13 1.3565331 0.14083854 0.14083854 3.9635473 0 -4117.9513 0.2 -4117.9474 0.4 -4117.8104 0.6 -4117.8106 0.8 -4117.9474 1 -4117.9513
8440 0.064384456 0.0026191904 7.7020423e-13 5.9524757e-13 1.3491639 0.13885067 0.13885067 3.9635473 0 -4117.9513 0.2 -4117.9475 0.4 -4117.8124 0.6 -4117.8126 0.8 -4117.9475 1 -4117.9513
8450 0.058204388 0.0024421395 2.7133581e-13 3.1608549e-13 1.3432893 0.13704056 0.13704056 3.9635473 0 -4117.9513 0.2 -4117.9475 0.4 -4117.8142 0.6 -4117.8144 0.8 -4117.9475 1 -4117.9513
8460 0.05541595 0.0022998222 3.1845231e-13 2.2987927e-13 1.3361535 0.13514731 0.13514731 3.9635473 0 -4117.9513 0.2 -4117.9476 0.4 -4117.8161 0.6 -4117.8163 0.8 -4117.9476 1 -4117.9513
8470 0.049769077 0.0018653013 1.693508e-13 1.8703779e-13 1.3293065 0.1334549 0.1334549 3.9635473 0 -4117.9513 0.2 -4117.9476 0.4 -4117.8178 0.6 -4117.8179 0.8 -4117.9476 1 -4117.9513
8480 0.053234302 0.002216486 1.3460249e-13 4.3580754e-14 1.3237883 0.13184253 0.13184253 3.9635473 0 -4117.9513 0.2 -4117.9477 0.4 -4117.8194 0.6 -4117.8196 0.8 -4117.9477 1 -4117.9513
8490 0.061374025 0.0025157736 2.8359101e-13 3.8843632e-13 1.3150802 0.12984606 0.12984606 3.9635473 0 -4117.9513 0.2 -4117.9477 0.4 -4117.8214 0.6 -4117.8216 0.8 -4117.9477 1 -4117.9513
8500 0.048320321 0.0017942614 2.0966545e-13 1.3306359e-13 1.3084162 0.12814413 0.12814413 3.9635473 0 -4117.9513 0.2 -4117.9478 0.4 -4117.8231 0.6 -4117.8233 0.8 -4117.9478 1 -4117.9513
8510 0.041143005 0.0011015503 1.1071274e-14 2.8675898e-14 1.3022488 0.12650927 0.12650927 3.9635473 0 -4117.9513 0.2 -4117.9478 0.4 -4117.8248 0.6 -4117.8249 0.8 -4117.9478 1 -4117.9513
8520 0.040592725 0.00096128736 7.4832625e-15 9.6572551e-15 1.2957785 0.12495976 0.12495976 3.9635473 0 -4117.9513 0.2 -4117.9479 0.4 -4117.8263 0.6 -4117.8264 0.8 -4117.9479 1 -4117.9513
8530 0.040364568 0.0009440204 3.6700095e-15 7.4985319e-15 1.289154 0.12339963 0.12339963 3.9635473 0 -4117.9513 0.2 -4117.9479 0.4 -4117.8279 0.6 -4117.828 0.8 -4117.9479 1 -4117.9513
8540 0.040168039 0.00094902759 1.2993294e-14 7.5724644e-15 1.2823521 0.12181821 0.12181821 3.9635473 0 -4117.9513 0.2 -4117.948 0.4 -4117.8294 0.6 -4117.8296 0.8 -4117.948 1 -4117.9513
8550 0.039960461 0.00094960079 1.3725795e-14 6.8032574e-15 1.2755364 0.12024394 0.12024394 3.9635473 0 -4117.9513 0.2 -4117.948 0.4 -4117.831 0.6 -4117.8311 0.8 -4117.948 1 -4117.9513
8560 0.040151091 0.0010815011 3.4504592e-14 1.1414366e-14 1.2681552 0.11858198 0.11858198 3.9635473 0 -4117.9513 0.2 -4117.948 0.4 -4117.8327 0.6 -4117.8328 0.8 -4117.948 1 -4117.9513
8570 0.039457072 0.00089626516 3.6580084e-14 3.0970385e-14 1.2607811 0.11697898 0.11697898 3.9635473 0 -4117.9513 0.2 -4117.9481 0.4 -4117.8343 0.6 -4117.8344 0.8 -4117.9481 1 -4117.9513
8580 0.039198173 0.00089072894 5.6744602e-14 8.0768137e-14 1.2525342 0.11513108 0.11513108 3.9635473 0 -4117.9513 0.2 -4117.9481 0.4 -4117.8361 0.6 -4117.8363 0.8 -4117.9481 1 -4117.9513
8590 0.051900561 0.002695034 1.3880369e-11 9.7957458e-12 1.2430402 0.11302215 0.11302215 3.9635473 0 -4117.9513 0.2 -4117.9482 0.4 -4117.8382 0.6 -4117.8384 0.8 -4117.9482 1 -4117.9513
8600 0.049990988 0.0023849778 8.075925e-12 3.8733687e-12 1.2363684 0.11164287 0.11164287 3.9635473 0 -4117.9513 0.2 -4117.9482 0.4 -4117.8396 0.6 -4117.8397 0.8 -4117.9482 1 -4117.9513
8610 0.053079584 0.0024723782 6.8787845e-12 5.5586289e-12 1.2282532 0.11015501 0.11015501 3.9635473 0 -4117.9513 0.2 -4117.9483 0.4 -4117.8411 0.6 -4117.8412 0.8 -4117.9483 1 -4117.9513
8620 0.038378676 0.00097907941 5.1372535e-13 5.8934288e-13 1.2220463 0.10876962 0.10876962 3.9635473 0 -4117.9513 0.2 -4117.9483 0.4 -4117.8425 0.6 -4117.8426 0.8 -4117.9483 1 -4117.9513
8630 0.038118513 0.0009488837 4.3934274e-13 4.9283556e-13 1.214998 0.10735415 0.10735415 3.9635473 0 -4117.9513 0.2 -4117.9484 0.4 -4117.8439 0.6 -4117.844 0.8 -4117.9484 1 -4117.9513
8640 0.037832806 0.0008836538 1.7946721e-13 1.7235393e-13 1.2084514 0.10601579 0.10601579 3.9635473 0 -4117.9513 0.2 -4117.9484 0.4 -4117.8452 0.6 -4117.8454 0.8 -4117.9484 1 -4117.9513
8650 0.03763244 0.00090144556 3.1881705e-13 2.8149435e-13 1.2012893 0.10461394 0.10461394 3.9635473 0 -4117.9513 0.2 -4117.9484 0.4 -4117.8467 0.6 -4117.8468 0.8 -4117.9484 1 -4117.9513
8660 0.037394511 0.0008886573 2.9403285e-13 2.4608936e-13 1.1938145 0.10321478 0.10321478 3.9635473 0 -4117.9513 0.2 -4117.9485 0.4 -4117.8481 0.6 -4117.8482 0.8 -4117.9485 1 -4117.9513
8670 0.037341474 0.00097525038 8.0385988e-13 6.7693814e-13 1.1861367 0.10171737 0.10171737 3.9635473 0 -4117.9513 0.2 -4117.9485 0.4 -4117.8495 0.6 -4117.8497 0.8 -4117.9485 1 -4117.9513
8680 0.038731924 0.0012694585 2.3252983e-12 1.9017744e-12 1.1784963 0.1003276 0.1003276 3.9635473 0 -4117.9513 0.2 -4117.9486 0.4 -4117.8509 0.6 -4117.851 0.8 -4117.9486 1 -4117.9513
8690 0.037337322 0.0010781961 1.4646471e-12 1.2149331e-12 1.1711235 0.098904229 0.098904229 3.9635473 0 -4117.9513 0.2 -4117.9486 0.4 -4117.8524 0.6 -4117.8525 0.8 -4117.9486 1 -4117.9513
8700 0.038981656 0.0013366635 2.7558746e-12 2.2727753e-12 1.1635787 0.097560583 0.097560583 3.9635473 0 -4117.9513 0.2 -4117.9486 0.4 -4117.8537 0.6 -4117.8538 0.8 -4117.9486 1 -4117.9513
8710 0.03942267 0.0013879114 3.0484553e-12 2.2544405e-12 1.1558058 0.096176211 0.096176211 3.9635473 0 -4117.9513 0.2 -4117.9487 0.4 -4117.8551 0.6 -4117.8552 0.8 -4117.9487 1 -4117.9513
8720 0.048340349 0.0019979597 6.2313751e-12 4.6995828e-12 1.1479566 0.09483285 0.09483285 3.9635473 0 -4117.9513 0.2 -4117.9487 0.4 -4117.8564 0.6 -4117.8565 0.8 -4117.9487 1 -4117.9513
8730 0.035905892 0.00092223553 6.8632828e-13 5.1408077e-13 1.1415986 0.093634881 0.093634881 3.9635473 0 -4117.9513 0.2 -4117.9487 0.4 -4117.8576 0.6 -4117.8577 0.8 -4117.9487 1 -4117.9513
8740 0.035536674 0.00084380323 2.5480177e-13 1.8490237e-13 1.1345114 0.092392403 0.092392403 3.9635473 0 -4117.9513 0.2 -4117.9488 0.4 -4117.8589 0.6 -4117.859 0.8 -4117.9488 1 -4117.9513
8750 0.035316116 0.00083266172 2.2252981e-13 1.6785926e-13 1.1276564 0.091188399 0.091188399 3.9635473 0 -4117.9513 0.2 -4117.9488 0.4 -4117.8601 0.6 -4117.8602 0.8 -4117.9488 1 -4117.9513
8760 0.03510596 0.00083770712 2.691665e-13 2.0209299e-13 1.1205738 0.089971624 0.089971624 3.9635473 0 -4117.9513 0.2 -4117.9488 0.4 -4117.8613 0.6 -4117.8614 0.8 -4117.9488 1 -4117.9513
8770 0.034885025 0.00083365258 2.9989466e-13 2.1028764e-13 1.1132816 0.088769722 0.088769722 3.9635473 0 -4117.9513 0.2 -4117.9489 0.4 -4117.8625 0.6 -4117.8626 0.8 -4117.9489 1 -4117.9513
8780 0.034940344 0.00094089943 9.1617645e-13 6.2338299e-13 1.1057233 0.087497094 0.087497094 3.9635473 0 -4117.9513 0.2 -4117.9489 0.4 -4117.8638 0.6 -4117.8639 0.8 -4117.9489 1 -4117.9513
8790 0.034894942 0.00097961223 1.1764817e-12 7.5651178e-13 1.0981755 0.086289458 0.086289458 3.9635473 0 -4117.9513 0.2 -4117.9489 0.4 -4117.865 0.6 -4117.8651 0.8 -4117.9489 1 -4117.9513
8800 0.039498584 0.0014643445 3.7592963e-12 2.6242823e-12 1.0899389 0.085005669 0.085005669 3.9635473 0 -4117.9513 0.2 -4117.949 0.4 -4117.8663 0.6 -4117.8664 0.8 -4117.949 1 -4117.9513
8810 0.038046187 0.0013452282 3.2496895e-12 2.2860958e-12 1.0835953 0.083899947 0.083899947 3.9635473 0 -4117.9513 0.2 -4117.949 0.4 -4117.8674 0.6 -4117.8675 0.8 -4117.949 1 -4117.9513
8820 0.033932715 0.00089036278 7.8310599e-13 4.5515255e-13 1.0760383 0.082734784 0.082734784 3.9635473 0 -4117.9513 0.2 -4117.949 0.4 -4117.8685 0.6 -4117.8686 0.8 -4117.949 1 -4117.9513
8830 0.033484237 0.00077959218 1.2773991e-13 8.9406706e-14 1.0694144 0.081686938 0.081686938 3.9635473 0 -4117.9513 0.2 -4117.9491 0.4 -4117.8696 0.6 -4117.8697 0.8 -4117.9491 1 -4117.9513
8840 0.033308512 0.00080898576 3.2895905e-13 2.2531387e-13 1.0622872 0.080568558 0.080568558 3.9635473 0 -4117.9513 0.2 -4117.9491 0.4 -4117.8707 0.6 -4117.8708 0.8 -4117.9491 1 -4117.9513
8850 0.033044412 0.00076666393 8.902406e-14 7.8899534e-14 1.0554416 0.079532706 0.079532706 3.9635473 0 -4117.9513 0.2 -4117.9491 0.4 -4117.8717 0.6 -4117.8718 0.8 -4117.9491 1 -4117.9513
8860 0.032794717 0.00074839214 1.0021786e-14 6.5568426e-15 1.0476658 0.078356118 0.078356118 3.9635473 0 -4117.9513 0.2 -4117.9492 0.4 -4117.8729 0.6 -4117.873 0.8 -4117.9492 1 -4117.9513
8870 0.032704256 0.00090885537 1.1552383e-12 1.3715594e-12 1.0380773 0.076881131 0.076881131 3.9635473 0 -4117.9513 0.2 -4117.9492 0.4 -4117.8744 0.6 -4117.8745 0.8 -4117.9492 1 -4117.9513
8880 0.034581485 0.0012799372 2.3347177e-12 4.1561377e-12 1.0310017 0.075815795 0.075815795 3.9635473 0 -4117.9513 0.2 -4117.9492 0.4 -4117.8754 0.6 -4117.8755 0.8 -4117.9492 1 -4117.9513
8890 0.032063346 0.00073812858 6.6701514e-14 7.0781976e-14 1.0242836 0.074825023 0.074825023 3.9635473 0 -4117.9513 0.2 -4117.9493 0.4 -4117.8764 0.6 -4117.8765 0.8 -4117.9493 1 -4117.9513
8900 0.055172227 0.0026938429 6.2986871e-12 1.2771329e-11 1.0150517 0.073531947 0.073531947 3.9635473 0 -4117.9513 0.2 -4117.9493 0.4 -4117.8777 0.6 -4117.8778 0.8 -4117.9493 1 -4117.9513
8910 0.033041335 0.001110617 1.4630555e-12 2.8261267e-12 1.0098109 0.072673411 0.072673411 3.9635473 0 -4117.9513 0.2 -4117.9493 0.4 -4117.8786 0.6 -4117.8787 0.8 -4117.9493 1 -4117.9513
8920 0.031445152 0.00075356207 2.3633983e-13 3.6124814e-13 1.0038464 0.071787811 0.071787811 3.9635473 0 -4117.9513 0.2 -4117.9493 0.4 -4117.8795 0.6 -4117.8796 0.8 -4117.9493 1 -4117.9513
8930 0.031216887 0.00071707246 5.7967242e-14 6.3017817e-14 0.99723437 0.070837574 0.070837574 3.9635473 0 -4117.9513 0.2 -4117.9494 0.4 -4117.8804 0.6 -4117.8805 0.8 -4117.9494 1 -4117.9513
8940 0.030986469 0.00071626798 8.4602409e-14 1.2618169e-13 0.98983134 0.069788365 0.069788365 3.9635473 0 -4117.9513 0.2 -4117.9494 0.4 -4117.8815 0.6 -4117.8816 0.8 -4117.9494 1 -4117.9513
8950 0.030762869 0.00071041502 9.3801308e-14 7.7858075e-14 0.98270318 0.068778338 0.068778338 3.9635473 0 -4117.9513 0.2 -4117.9494 0.4 -4117.8825 0.6 -4117.8826 0.8 -4117.9494 1 -4117.9513
8960 0.033060259 0.0012786349 3.086206e-12 4.1837689e-12 0.97465669 0.067641983 0.067641983 3.9635473 0 -4117.9513 0.2 -4117.9495 0.4 -4117.8836 0.6 -4117.8837 0.8 -4117.9495 1 -4117.9513
8970 0.045692013 0.0023358931 7.8605096e-12 1.1188945e-11 0.96772752 0.0666469 0.0666469 3.9635473 0 -4117.9513 0.2 -4117.9495 0.4 -4117.8846 0.6 -4117.8847 0.8 -4117.9495 1 -4117.9513
8980 0.040363229 0.0019752941 5.7738857e-12 8.5260079e-12 0.96131601 0.0657634 0.0657634 3.9635473 0 -4117.9513 0.2 -4117.9495 0.4 -4117.8855 0.6 -4117.8856 0.8 -4117.9495 1 -4117.9513
8990 0.029941175 0.00072550367 2.9554096e-13 4.2898061e-13 0.95554108 0.064952877 0.064952877 3.9635473 0 -4117.9513 0.2 -4117.9495 0.4 -4117.8863 0.6 -4117.8864 0.8 -4117.9495 1 -4117.9513
9000 0.029713753 0.00070929537 2.1093892e-13 3.0980941e-13 0.94870529 0.064027151 0.064027151 3.9635473 0 -4117.9513 0.2 -4117.9496 0.4 -4117.8872 0.6 -4117.8873 0.8 -4117.9496 1 -4117.9513
9010 0.034263649 0.0015026114 3.7670442e-12 5.8277896e-12 0.94173078 0.063087798 0.063087798 3.9635473 0 -4117.9513 0.2 -4117.9496 0.4 -4117.8882 0.6 -4117.8882 0.8 -4117.9496 1 -4117.9513
9020 0.035306574 0.001615955 4.3291653e-12 7.1237669e-12 0.93484381 0.062157386 0.062157386 3.9635473 0 -4117.9513 0.2 -4117.9496 0.4 -4117.8891 0.6 -4117.8892 0.8 -4117.9496 1 -4117.9513
9030 0.034861399 0.0015434783 4.1384531e-12 6.6861933e-12 0.92874202 0.061326735 0.061326735 3.9635473 0 -4117.9513 0.2 -4117.9496 0.4 -4117.8899 0.6 -4117.89 0.8 -4117.9496 1 -4117.9513
9040 0.029007884 0.00076626231 5.5699943e-13 9.0522868e-13 0.92278069 0.060514484 0.060514484 3.9635473 0 -4117.9513 0.2 -4117.9497 0.4 -4117.8908 0.6 -4117.8908 0.8 -4117.9496 1 -4117.9513
9050 0.028755304 0.00071773368 3.7656374e-13 6.3185332e-13 0.916728 0.059710154 0.059710154 3.9635473 0 -4117.9513 0.2 -4117.9497 0.4 -4117.8916 0.6 -4117.8916 0.8 -4117.9497 1 -4117.9513
9060 0.028515304 0.00066300772 7.9765953e-14 1.4258662e-13 0.91084323 0.058944911 0.058944911 3.9635473 0 -4117.9513 0.2 -4117.9497 0.4 -4117.8923 0.6 -4117.8924 0.8 -4117.9497 1 -4117.9513
9070 0.028302641 0.00064715653 3.5972112e-14 2.3573141e-14 0.90415244 0.058078855 0.058078855 3.9635473 0 -4117.9513 0.2 -4117.9497 0.4 -4117.8932 0.6 -4117.8932 0.8 -4117.9497 1 -4117.9513
9080 0.028229951 0.00074513305 7.0585693e-13 9.3767781e-13 0.89712902 0.057175942 0.057175942 3.9635473 0 -4117.9513 0.2 -4117.9497 0.4 -4117.8941 0.6 -4117.8942 0.8 -4117.9497 1 -4117.9513
9090 0.027907937 0.00064122806 3.1884061e-14 4.6476689e-14 0.89152612 0.056454241 0.056454241 3.9635473 0 -4117.9513 0.2 -4117.9498 0.4 -4117.8948 0.6 -4117.8949 0.8 -4117.9498 1 -4117.9513
9100 0.027714964 0.00065545123 1.5996085e-13 2.4478254e-13 0.88497916 0.055610622 0.055610622 3.9635473 0 -4117.9513 0.2 -4117.9498 0.4 -4117.8957 0.6 -4117.8957 0.8 -4117.9498 1 -4117.9513
9110 0.027543064 0.00066120727 1.8870859e-13 2.9732379e-13 0.87915707 0.054867264 0.054867264 3.9635473 0 -4117.9513 0.2 -4117.9498 0.4 -4117.8964 0.6 -4117.8965 0.8 -4117.9498 1 -4117.9513
9120 0.027349795 0.00064408202 1.1075459e-13 2.0634283e-13 0.87341172 0.054138849 0.054138849 3.9635473 0 -4117.9513 0.2 -4117.9498 0.4 -4117.8971 0.6 -4117.8972 0.8 -4117.9498 1 -4117.9513
