Step MaxReplicaForce MaxAtomForce GradV0 GradV1 GradVc EBF EBR RDT RD1 PE1 RD2 PE2 RDN PEN RDN PEN RDN PEN RDN PEN
2600 0.20398663 0.12686605 4.1740752e-15 1.2320481e-14 2.8635581 3.5906192 3.5906192 3.9635684 0 -4117.9513 0.19999626 -4117.3709 0.39999329 -4114.3606 0.60000665 -4114.3613 0.8000037 -4117.3708 1 -4117.9513
2610 0.10067713 0.031616937 4.1160894e-15 1.2320481e-14 2.8646292 3.5868831 3.5868831 3.9635423 0 -4117.9513 0.19999671 -4117.3728 0.39999319 -4114.3644 0.60000677 -4114.365 0.80000326 -4117.3726 1 -4117.9513
2620 0.090171607 0.005717971 6.800386e-15 1.5201008e-14 2.8684666 3.5827575 3.5827575 3.9635406 0 -4117.9513 0.19999709 -4117.375 0.39999666 -4114.3685 0.60000331 -4114.3691 0.80000288 -4117.3749 1 -4117.9513
2630 0.21900198 0.13829651 5.4532204e-15 5.6678868e-15 2.8769018 3.5773158 3.5773158 3.9635735 0 -4117.9513 0.19999616 -4117.3781 0.39999401 -4114.3739 0.60000599 -4114.3746 0.80000383 -4117.378 1 -4117.9513
2640 0.12419361 0.059316369 5.4464353e-15 5.8713884e-15 2.8776226 3.5738026 3.5738026 3.9635466 0 -4117.9513 0.19999661 -4117.3798 0.39999364 -4114.3775 0.60000628 -4114.3781 0.80000336 -4117.3797 1 -4117.9513
2650 0.11385772 0.048336446 6.445101e-15 5.8722876e-15 2.8812661 3.5700471 3.5700471 3.9635446 0 -4117.9513 0.19999675 -4117.3818 0.39999517 -4114.3812 0.60000477 -4114.3819 0.80000322 -4117.3816 1 -4117.9513
2660 0.097265289 0.025098685 6.445101e-15 5.8722876e-15 2.8847811 3.5662247 3.5662247 3.9635417 0 -4117.9513 0.199997 -4117.3838 0.39999554 -4114.385 0.60000439 -4114.3857 0.80000297 -4117.3836 1 -4117.9513
2670 0.092568905 0.01379251 6.445101e-15 5.8722876e-15 2.888221 3.5626361 3.5626361 3.9635409 0 -4117.9513 0.19999703 -4117.3857 0.39999462 -4114.3886 0.60000528 -4114.3893 0.80000293 -4117.3855 1 -4117.9513
2680 0.12758283 0.062242806 6.4863259e-15 5.7658522e-15 2.8926237 3.5586962 3.5586962 3.9635472 0 -4117.9513 0.1999969 -4117.3877 0.39999365 -4114.3926 0.60000624 -4114.3932 0.80000305 -4117.3876 1 -4117.9513
2690 0.093978329 0.017121186 6.4967543e-15 5.8404449e-15 2.8959732 3.5548392 3.5548392 3.9635411 0 -4117.9513 0.19999706 -4117.3897 0.39999578 -4114.3964 0.60000411 -4114.3971 0.80000288 -4117.3895 1 -4117.9513
2700 0.099292057 0.027900832 6.3402586e-15 5.8404449e-15 2.8995761 3.551104 3.551104 3.9635419 0 -4117.9513 0.19999694 -4117.3916 0.39999323 -4114.4002 0.60000667 -4114.4008 0.80000301 -4117.3914 1 -4117.9513
2710 0.11481179 0.048601366 6.3402586e-15 5.8404449e-15 2.9033336 3.5474313 3.5474313 3.9635447 0 -4117.9513 0.19999673 -4117.3935 0.39999386 -4114.4038 0.60000605 -4114.4045 0.80000322 -4117.3933 1 -4117.9513
2720 0.098912975 0.026754032 6.3402586e-15 5.7658522e-15 2.9066799 3.5437207 3.5437207 3.9635418 0 -4117.9513 0.19999696 -4117.3953 0.39999461 -4114.4075 0.60000532 -4114.4082 0.800003 -4117.3952 1 -4117.9513
2730 0.092537356 0.011266726 6.3402586e-15 5.7658522e-15 2.9102919 3.5399381 3.5399381 3.9635408 0 -4117.9513 0.19999704 -4117.3972 0.39999465 -4114.4113 0.60000533 -4114.412 0.80000293 -4117.397 1 -4117.9513
2740 0.091927708 0.0079447788 6.3402586e-15 5.7658522e-15 2.913797 3.5361292 3.5361292 3.9635407 0 -4117.9513 0.19999707 -4117.3991 0.39999435 -4114.4151 0.60000569 -4114.4158 0.80000293 -4117.3989 1 -4117.9513
2750 0.14354867 0.076722328 7.7226556e-15 6.5876921e-15 2.9197327 3.5312292 3.5312292 3.9635509 0 -4117.9513 0.19999704 -4117.4016 0.39999644 -4114.42 0.60000359 -4114.4207 0.80000298 -4117.4014 1 -4117.9513
2760 0.091488016 0.0027236926 7.6151573e-15 6.5471792e-15 2.9217167 3.5278245 3.5278245 3.9635406 0 -4117.9513 0.19999708 -4117.4032 0.39999477 -4114.4234 0.60000522 -4114.4241 0.80000292 -4117.403 1 -4117.9513
2770 0.096724184 0.021563975 6.6760246e-15 6.5042048e-15 2.9262326 3.5232818 3.5232818 3.9635414 0 -4117.9513 0.19999681 -4117.4054 0.3999921 -4114.428 0.6000079 -4114.4286 0.80000319 -4117.4052 1 -4117.9513
2780 0.095967158 0.019655788 6.7908351e-15 6.5042048e-15 2.9298132 3.5195399 3.5195399 3.9635412 0 -4117.9513 0.19999664 -4117.4072 0.39999333 -4114.4317 0.60000667 -4114.4324 0.80000336 -4117.407 1 -4117.9513
2790 0.13187742 0.065585713 6.6967058e-15 6.5042048e-15 2.9345277 3.5155946 3.5155946 3.9635482 0 -4117.9513 0.19999652 -4117.4091 0.39999401 -4114.4357 0.60000596 -4114.4363 0.80000348 -4117.409 1 -4117.9513
2800 0.094886887 0.016259158 3.7749384e-15 6.5051969e-15 2.9378113 3.51181 3.51181 3.963541 0 -4117.9513 0.19999693 -4117.4109 0.39999414 -4114.4395 0.60000578 -4114.4401 0.80000305 -4117.4107 1 -4117.9513
2810 0.092178889 0.003204484 3.7107207e-15 6.5051969e-15 2.9416501 3.5077942 3.5077942 3.9635406 0 -4117.9513 0.19999697 -4117.4128 0.39999422 -4114.4435 0.60000567 -4114.4441 0.80000299 -4117.4126 1 -4117.9513
2820 0.11215462 0.044161378 6.7059312e-15 6.5051969e-15 2.9463804 3.5033319 3.5033319 3.963544 0 -4117.9513 0.19999691 -4117.4149 0.39999454 -4114.4479 0.6000053 -4114.4486 0.80000302 -4117.4147 1 -4117.9513
2830 0.097961266 0.02252861 6.7059312e-15 6.5051969e-15 2.9499139 3.4994163 3.4994163 3.9635415 0 -4117.9513 0.19999701 -4117.4167 0.39999524 -4114.4518 0.60000459 -4114.4525 0.80000291 -4117.4166 1 -4117.9513
2840 0.094251205 0.012579663 6.6116709e-15 6.5051969e-15 2.9534486 3.495495 3.495495 3.9635409 0 -4117.9513 0.19999705 -4117.4185 0.39999473 -4114.4558 0.60000507 -4114.4564 0.80000286 -4117.4184 1 -4117.9513
2850 0.092914529 0.0053734154 6.5459785e-15 6.5051969e-15 2.9574104 3.49142 3.49142 3.9635406 0 -4117.9513 0.19999711 -4117.4204 0.39999381 -4114.4598 0.60000597 -4114.4605 0.80000279 -4117.4202 1 -4117.9513
2860 0.098447813 0.022722749 6.6116709e-15 6.5051969e-15 2.9616666 3.4872061 3.4872061 3.9635415 0 -4117.9513 0.19999705 -4117.4223 0.39999493 -4114.4641 0.60000488 -4114.4647 0.80000285 -4117.4222 1 -4117.9513
2870 0.095194952 0.014509693 4.2073979e-15 6.5051969e-15 2.9655341 3.4834316 3.4834316 3.963541 0 -4117.9513 0.19999693 -4117.424 0.39999431 -4114.4678 0.60000555 -4114.4685 0.80000298 -4117.4239 1 -4117.9513
2880 0.17449569 0.10178809 1.1280845e-14 1.2554721e-14 2.9733386 3.4778766 3.4778766 3.9635589 0 -4117.9513 0.1999968 -4117.4266 0.39999618 -4114.4734 0.6000037 -4114.4741 0.80000314 -4117.4265 1 -4117.9513
2890 0.099002548 0.02308158 7.3102235e-15 1.112841e-14 2.9749889 3.4740907 3.4740907 3.9635415 0 -4117.9513 0.19999728 -4117.4282 0.3999942 -4114.4772 0.60000589 -4114.4779 0.80000272 -4117.4281 1 -4117.9513
2900 0.095606426 0.014496392 7.3102235e-15 1.0976995e-14 2.9788354 3.4703171 3.4703171 3.9635409 0 -4117.9513 0.19999711 -4117.4299 0.39999439 -4114.4809 0.60000572 -4114.4816 0.80000293 -4117.4298 1 -4117.9513
2910 0.094376198 0.0094337858 7.3102235e-15 1.0976995e-14 2.982979 3.4662579 3.4662579 3.9635407 0 -4117.9513 0.19999715 -4117.4317 0.39999404 -4114.485 0.60000608 -4114.4857 0.8000029 -4117.4315 1 -4117.9513
2920 0.1577187 0.087676147 7.209762e-15 1.3000443e-14 2.9890632 3.4615569 3.4615569 3.9635545 0 -4117.9513 0.19999668 -4117.4338 0.39999399 -4114.4897 0.60000612 -4114.4904 0.80000338 -4117.4337 1 -4117.9513
2930 0.097741364 0.019474011 7.209762e-15 1.3000443e-14 2.9911316 3.4579289 3.4579289 3.9635412 0 -4117.9513 0.19999704 -4117.4353 0.39999496 -4114.4933 0.60000512 -4114.494 0.80000301 -4117.4352 1 -4117.9513
2940 0.094632116 0.0084370373 1.2177144e-14 1.6908714e-14 2.9966372 3.4522197 3.4522197 3.9635407 0 -4117.9513 0.19999767 -4117.4378 0.39999359 -4114.499 0.60000639 -4114.4997 0.80000236 -4117.4376 1 -4117.9513
2950 0.10657995 0.0350338 6.3781241e-15 5.8306908e-15 3.0012824 3.4480566 3.4480566 3.9635428 0 -4117.9513 0.19999721 -4117.4396 0.39999442 -4114.5032 0.60000558 -4114.5039 0.8000028 -4117.4394 1 -4117.9513
2960 0.10232846 0.027877166 6.3781241e-15 5.8306908e-15 3.0052811 3.444243 3.444243 3.963542 0 -4117.9513 0.19999702 -4117.4412 0.39999479 -4114.507 0.60000518 -4114.5077 0.80000297 -4117.441 1 -4117.9513
2970 0.096370328 0.013970665 6.3781241e-15 5.8306908e-15 3.0092174 3.4402086 3.4402086 3.9635409 0 -4117.9513 0.19999706 -4117.4429 0.39999489 -4114.5111 0.60000503 -4114.5118 0.80000292 -4117.4427 1 -4117.9513
2980 0.12584626 0.057410876 9.4885665e-15 7.418306e-15 3.0152995 3.4350416 3.4350416 3.9635467 0 -4117.9513 0.19999714 -4117.4451 0.39999337 -4114.5162 0.60000656 -4114.5169 0.80000283 -4117.4449 1 -4117.9513
2990 0.099923512 0.022399777 7.5395164e-15 7.4496161e-15 3.018948 3.4310119 3.4310119 3.9635415 0 -4117.9513 0.19999718 -4117.4467 0.39999559 -4114.5203 0.60000435 -4114.521 0.80000279 -4117.4466 1 -4117.9513
3000 0.096888877 0.014327921 8.0537636e-15 5.659677e-15 3.0229511 3.4270953 3.4270953 3.9635409 0 -4117.9513 0.19999704 -4117.4483 0.39999427 -4114.5242 0.60000566 -4114.5249 0.80000293 -4117.4482 1 -4117.9513
3010 0.10714219 0.034493499 7.680055e-15 5.8000995e-15 3.0278929 3.4226926 3.4226926 3.9635428 0 -4117.9513 0.19999706 -4117.4501 0.39999352 -4114.5286 0.60000642 -4114.5293 0.80000291 -4117.45 1 -4117.9513
3020 0.13654118 0.067821708 7.680055e-15 5.8150599e-15 3.0327334 3.4184265 3.4184265 3.9635489 0 -4117.9513 0.19999669 -4117.4519 0.39999468 -4114.5328 0.60000527 -4114.5335 0.80000328 -4117.4517 1 -4117.9513
3030 0.10663386 0.033188451 7.680055e-15 5.6793498e-15 3.0369833 3.4141494 3.4141494 3.9635426 0 -4117.9513 0.19999701 -4117.4536 0.39999535 -4114.5371 0.60000457 -4114.5378 0.80000295 -4117.4534 1 -4117.9513
3040 0.097024813 0.012791462 7.680055e-15 5.6793498e-15 3.0414556 3.4098209 3.4098209 3.9635409 0 -4117.9513 0.1999971 -4117.4553 0.399995 -4114.5414 0.60000488 -4114.5422 0.80000285 -4117.4552 1 -4117.9513
3050 0.15594951 0.084765843 2.1325875e-14 1.4595302e-14 3.0489146 3.4037556 3.4037556 3.9635533 0 -4117.9513 0.19999718 -4117.4578 0.39999685 -4114.5475 0.60000307 -4114.5482 0.80000275 -4117.4576 1 -4117.9513
3060 0.096133132 0.0072398311 1.0663515e-14 1.0155073e-14 3.0520495 3.3999955 3.3999955 3.9635407 0 -4117.9513 0.19999692 -4117.4592 0.39999411 -4114.5513 0.60000554 -4114.552 0.80000295 -4117.459 1 -4117.9513
3070 0.1344209 0.065121911 1.0731056e-14 5.9311116e-15 3.0576633 3.3953718 3.3953718 3.9635483 0 -4117.9513 0.19999646 -4117.461 0.39999339 -4114.5559 0.60000629 -4114.5566 0.80000338 -4117.4609 1 -4117.9513
3080 0.098226388 0.01462406 9.9327341e-15 5.9953421e-15 3.0615933 3.3911765 3.3911765 3.963541 0 -4117.9513 0.19999682 -4117.4626 0.39999378 -4114.5601 0.60000595 -4114.5608 0.80000303 -4117.4625 1 -4117.9513
3090 0.12408533 0.053913177 2.375039e-14 1.3034062e-14 3.0692576 3.384964 3.384964 3.9635457 0 -4117.9513 0.19999739 -4117.465 0.39999746 -4114.5663 0.60000234 -4114.567 0.8000025 -4117.4649 1 -4117.9513
3100 0.12750516 0.057627877 8.5520762e-15 8.0417765e-15 3.0734749 3.3808723 3.3808723 3.9635466 0 -4117.9513 0.19999613 -4117.4666 0.39999247 -4114.5704 0.60000784 -4114.5711 0.80000392 -4117.4664 1 -4117.9513
3110 0.11434498 0.042526218 9.2618223e-15 2.4529344e-15 3.0778781 3.3765283 3.3765283 3.9635439 0 -4117.9513 0.19999641 -4117.4682 0.39999494 -4114.5747 0.60000535 -4114.5755 0.80000371 -4117.4681 1 -4117.9513
3120 0.10307304 0.025159955 1.0712845e-14 5.2428658e-15 3.0834925 3.371349 3.371349 3.9635416 0 -4117.9513 0.19999721 -4117.4701 0.39999136 -4114.5799 0.60000927 -4114.5807 0.80000295 -4117.47 1 -4117.9513
3130 0.10072565 0.019662497 1.0658264e-14 5.241828e-15 3.0880525 3.367332 3.367332 3.9635412 0 -4117.9513 0.19999662 -4117.4716 0.39999361 -4114.5839 0.60000703 -4114.5847 0.80000366 -4117.4715 1 -4117.9513
3140 0.099556096 0.016066866 7.5075708e-15 5.241828e-15 3.0927546 3.3631624 3.3631624 3.963541 0 -4117.9513 0.19999675 -4117.4732 0.39999397 -4114.5881 0.60000655 -4114.5888 0.80000353 -4117.473 1 -4117.9513
3150 0.097781318 0.0085224093 7.4736705e-15 5.241828e-15 3.0976326 3.3588509 3.3588509 3.9635407 0 -4117.9513 0.19999693 -4117.4747 0.3999937 -4114.5924 0.60000672 -4114.5932 0.80000333 -4117.4746 1 -4117.9513
3160 0.10557151 0.028635771 9.2385075e-15 7.6637141e-15 3.1042117 3.3536884 3.3536884 3.963542 0 -4117.9513 0.1999972 -4117.4766 0.39999664 -4114.5976 0.60000368 -4114.5983 0.800003 -4117.4765 1 -4117.9513
3170 0.098208662 0.0088270699 8.5878913e-15 6.6848421e-15 3.1097409 3.3489146 3.3489146 3.9635407 0 -4117.9513 0.19999727 -4117.4783 0.39999457 -4114.6024 0.60000562 -4114.6031 0.80000287 -4117.4782 1 -4117.9513
3180 0.098693221 0.010215733 8.1649054e-15 7.5891877e-15 3.1162674 3.3433743 3.3433743 3.9635408 0 -4117.9513 0.19999746 -4117.4803 0.39999377 -4114.6079 0.60000635 -4114.6086 0.80000263 -4117.4802 1 -4117.9513
3190 0.1621326 0.089129021 8.698624e-15 7.5826864e-15 3.1238213 3.3381572 3.3381572 3.9635556 0 -4117.9513 0.19999668 -4117.4822 0.39999392 -4114.6131 0.60000617 -4114.6139 0.80000338 -4117.4821 1 -4117.9513
3200 0.10233596 0.020524417 8.698624e-15 7.5826864e-15 3.1276816 3.3341284 3.3341284 3.9635414 0 -4117.9513 0.19999702 -4117.4836 0.3999948 -4114.6171 0.60000524 -4114.6179 0.80000302 -4117.4834 1 -4117.9513
3210 0.10842461 0.031829281 8.6796509e-15 7.5891877e-15 3.1334852 3.3291977 3.3291977 3.9635425 0 -4117.9513 0.19999707 -4117.4853 0.39999298 -4114.6221 0.600007 -4114.6228 0.80000294 -4117.4852 1 -4117.9513
3220 0.1323965 0.06115712 8.1810782e-15 7.5826864e-15 3.1404902 3.3243486 3.3243486 3.9635476 0 -4117.9513 0.19999675 -4117.487 0.39999536 -4114.6269 0.6000046 -4114.6277 0.80000325 -4117.4869 1 -4117.9513
3230 0.10071288 0.014487276 8.6796509e-15 7.5826864e-15 3.1450187 3.3201897 3.3201897 3.963541 0 -4117.9513 0.1999969 -4117.4884 0.39999475 -4114.6311 0.6000052 -4114.6318 0.80000308 -4117.4883 1 -4117.9513
3240 0.10095367 0.014646158 8.698624e-15 7.6586428e-15 3.1511515 3.3152382 3.3152382 3.963541 0 -4117.9513 0.19999708 -4117.4901 0.39999331 -4114.636 0.60000662 -4114.6368 0.8000029 -4117.4899 1 -4117.9513
3250 0.13359613 0.061687349 8.166788e-15 7.5826864e-15 3.1587429 3.3102596 3.3102596 3.9635477 0 -4117.9513 0.19999677 -4117.4918 0.39999505 -4114.641 0.60000488 -4114.6418 0.80000319 -4117.4916 1 -4117.9513
3260 0.10214289 0.016935804 8.6059925e-15 7.584776e-15 3.1638487 3.3057142 3.3057142 3.9635411 0 -4117.9513 0.19999704 -4117.4933 0.39999329 -4114.6456 0.6000066 -4114.6463 0.80000291 -4117.4931 1 -4117.9513
3270 0.10663686 0.026836788 8.6244131e-15 7.5826864e-15 3.1707735 3.3008146 3.3008146 3.963542 0 -4117.9513 0.19999692 -4117.4949 0.39999337 -4114.6505 0.60000652 -4114.6512 0.80000303 -4117.4948 1 -4117.9513
3280 0.10755852 0.027929016 1.0936037e-14 7.6935877e-15 3.1784091 3.2953606 3.2953606 3.9635421 0 -4117.9513 0.19999715 -4117.4967 0.39999644 -4114.6559 0.60000347 -4114.6567 0.8000028 -4117.4966 1 -4117.9513
3290 0.16037595 0.086933876 8.5140879e-15 7.3104266e-15 3.1870215 3.2899039 3.2899039 3.9635549 0 -4117.9513 0.19999681 -4117.4985 0.39999284 -4114.6614 0.60000712 -4114.6621 0.80000315 -4117.4984 1 -4117.9513
3300 0.12839697 0.055449298 9.1504623e-15 7.2676493e-15 3.1933219 3.2848816 3.2848816 3.9635464 0 -4117.9513 0.19999675 -4117.5001 0.39999504 -4114.6664 0.60000493 -4114.6672 0.80000323 -4117.4999 1 -4117.9513
3310 0.10203393 0.012986761 9.4359569e-15 7.2284463e-15 3.1993862 3.2803686 3.2803686 3.9635409 0 -4117.9513 0.19999689 -4117.5015 0.39999481 -4114.6709 0.60000513 -4114.6717 0.80000309 -4117.5014 1 -4117.9513
3320 0.21559845 0.13144645 8.5437144e-15 7.5561317e-15 3.2117222 3.2740656 3.2740656 3.9635736 0 -4117.9513 0.19999589 -4117.5036 0.39999342 -4114.6772 0.60000653 -4114.678 0.80000409 -4117.5035 1 -4117.9513
3330 0.10146391 0.0081110451 8.6401908e-15 7.5816525e-15 3.2157409 3.2693147 3.2693147 3.9635407 0 -4117.9513 0.1999968 -4117.505 0.39999511 -4114.682 0.60000495 -4114.6828 0.80000321 -4117.5048 1 -4117.9513
3340 0.10120124 0.0041975578 8.5608292e-15 7.5882604e-15 3.2243388 3.2639864 3.2639864 3.9635406 0 -4117.9513 0.19999694 -4117.5066 0.39999306 -4114.6873 0.60000702 -4114.6881 0.80000309 -4117.5065 1 -4117.9513
3350 0.14606277 0.072502065 8.5764729e-15 7.5881439e-15 3.2344959 3.2578436 3.2578436 3.9635506 0 -4117.9513 0.19999672 -4117.5085 0.39999483 -4114.6934 0.60000528 -4114.6942 0.80000333 -4117.5084 1 -4117.9513
3360 0.10480341 0.017806782 8.5764729e-15 7.664197e-15 3.2411733 3.2530685 3.2530685 3.9635412 0 -4117.9513 0.19999708 -4117.5099 0.39999403 -4114.6982 0.60000614 -4114.699 0.80000299 -4117.5098 1 -4117.9513
3370 0.10219526 0.0056524902 8.5764729e-15 7.5882604e-15 3.249797 3.2480203 3.2480203 3.9635406 0 -4117.9513 0.19999704 -4117.5114 0.39999338 -4114.7032 0.60000677 -4114.7041 0.80000304 -4117.5113 1 -4117.9513
3380 0.11366198 0.034579464 8.603736e-15 7.5881439e-15 3.2581469 3.2428382 3.2428382 3.9635429 0 -4117.9513 0.19999687 -4117.513 0.39999445 -4114.7084 0.60000571 -4114.7093 0.80000321 -4117.5129 1 -4117.9513
3390 0.10263041 0.0046940255 8.603736e-15 7.5881439e-15 3.2664942 3.2379376 3.2379376 3.9635406 0 -4117.9513 0.19999687 -4117.5144 0.39999469 -4114.7133 0.60000547 -4114.7142 0.80000321 -4117.5143 1 -4117.9513
3400 0.10374913 0.010067286 8.5764729e-15 7.5881439e-15 3.2768328 3.2319361 3.2319361 3.9635408 0 -4117.9513 0.19999706 -4117.5162 0.39999366 -4114.7193 0.60000646 -4114.7202 0.80000302 -4117.5161 1 -4117.9513
3410 0.14786309 0.073243347 8.5764729e-15 7.5881439e-15 3.2879223 3.2262567 3.2262567 3.9635513 0 -4117.9513 0.19999658 -4117.5178 0.39999317 -4114.725 0.60000692 -4114.7258 0.80000347 -4117.5177 1 -4117.9513
3420 0.11957297 0.041778091 8.5764729e-15 7.5881439e-15 3.2954877 3.2215995 3.2215995 3.963544 0 -4117.9513 0.1999967 -4117.5192 0.39999457 -4114.7297 0.60000551 -4114.7305 0.80000335 -4117.519 1 -4117.9513
3430 0.10730879 0.019373529 8.5764729e-15 7.5881439e-15 3.3046355 3.216616 3.216616 3.9635413 0 -4117.9513 0.1999968 -4117.5206 0.39999467 -4114.7346 0.60000539 -4114.7355 0.80000324 -4117.5204 1 -4117.9513
3440 0.10918161 0.023164121 8.5764729e-15 7.5881439e-15 3.3144249 3.2112056 3.2112056 3.9635416 0 -4117.9513 0.1999969 -4117.5221 0.39999286 -4114.7401 0.60000718 -4114.7409 0.80000313 -4117.5219 1 -4117.9513
3450 0.11063365 0.025683759 8.5764729e-15 7.5881439e-15 3.3232853 3.2062066 3.2062066 3.9635418 0 -4117.9513 0.1999967 -4117.5234 0.39999309 -4114.7451 0.60000696 -4114.7459 0.80000333 -4117.5233 1 -4117.9513
3460 0.13940149 0.063910466 8.5764729e-15 7.589013e-15 3.3332924 3.2009764 3.2009764 3.9635488 0 -4117.9513 0.19999641 -4117.5249 0.39999366 -4114.7503 0.60000638 -4114.7512 0.80000361 -4117.5248 1 -4117.9513
3470 0.11590927 0.034591828 8.5764729e-15 7.589013e-15 3.3421977 3.1956542 3.1956542 3.9635429 0 -4117.9513 0.19999672 -4117.5263 0.39999463 -4114.7556 0.60000541 -4114.7565 0.8000033 -4117.5262 1 -4117.9513
3480 0.10538153 0.0054115774 8.5764729e-15 7.589013e-15 3.3517355 3.1903901 3.1903901 3.9635406 0 -4117.9513 0.19999678 -4117.5277 0.39999448 -4114.7609 0.60000554 -4114.7617 0.80000323 -4117.5276 1 -4117.9513
3490 0.10702191 0.012685098 8.5608292e-15 7.589013e-15 3.3624929 3.1844332 3.1844332 3.9635409 0 -4117.9513 0.19999684 -4117.5293 0.39999351 -4114.7668 0.60000651 -4114.7677 0.80000318 -4117.5292 1 -4117.9513
3500 0.10583435 0.0041621247 8.5764729e-15 7.589013e-15 3.3722895 3.1789437 3.1789437 3.9635406 0 -4117.9513 0.19999681 -4117.5308 0.39999286 -4114.7723 0.60000715 -4114.7732 0.80000319 -4117.5306 1 -4117.9513
3510 0.10887117 0.016936846 8.5608292e-15 7.5355363e-15 3.3835972 3.1730049 3.1730049 3.9635411 0 -4117.9513 0.19999685 -4117.5323 0.39999329 -4114.7783 0.6000067 -4114.7791 0.80000315 -4117.5322 1 -4117.9513
3520 0.10655764 0.0045731374 8.5608292e-15 7.5355363e-15 3.3935919 3.1674908 3.1674908 3.9635406 0 -4117.9513 0.19999664 -4117.5337 0.39999323 -4114.7838 0.60000677 -4114.7847 0.80000336 -4117.5336 1 -4117.9513
3530 0.10752977 0.0081826602 8.5608292e-15 7.5890704e-15 3.4058081 3.1610101 3.1610101 3.9635407 0 -4117.9513 0.19999681 -4117.5354 0.39999261 -4114.7903 0.60000738 -4114.7912 0.80000319 -4117.5353 1 -4117.9513
3540 0.12782453 0.048384264 8.5476809e-15 7.5890704e-15 3.4174761 3.1553344 3.1553344 3.9635452 0 -4117.9513 0.19999649 -4117.5368 0.39999362 -4114.7959 0.60000637 -4114.7968 0.80000351 -4117.5367 1 -4117.9513
3550 0.11883986 0.035332579 8.5476809e-15 7.5890704e-15 3.4279281 3.1499615 3.1499615 3.963543 0 -4117.9513 0.19999651 -4117.5381 0.39999442 -4114.8013 0.60000559 -4114.8022 0.80000349 -4117.538 1 -4117.9513
3560 0.1085355 0.0080106485 8.5476809e-15 7.5890704e-15 3.4386494 3.144452 3.144452 3.9635407 0 -4117.9513 0.19999663 -4117.5395 0.39999424 -4114.8068 0.60000578 -4114.8077 0.80000338 -4117.5394 1 -4117.9513
3570 0.12039611 0.036548472 8.5608292e-15 7.589013e-15 3.45088 3.1386046 3.1386046 3.9635432 0 -4117.9513 0.19999646 -4117.5409 0.39999252 -4114.8127 0.60000748 -4114.8136 0.80000354 -4117.5408 1 -4117.9513
3580 0.14611407 0.067943561 8.5608292e-15 7.589013e-15 3.4639632 3.132912 3.132912 3.9635499 0 -4117.9513 0.19999615 -4117.5423 0.39999365 -4114.8184 0.60000637 -4114.8193 0.80000386 -4117.5422 1 -4117.9513
3590 0.1097409 0.0080382804 8.5608292e-15 7.5890704e-15 3.4757548 3.1271218 3.1271218 3.9635407 0 -4117.9513 0.19999664 -4117.5437 0.39999522 -4114.8241 0.60000479 -4114.8251 0.80000337 -4117.5436 1 -4117.9513
3600 0.18526477 0.10445693 8.5764729e-15 7.5536414e-15 3.4939558 3.1201201 3.1201201 3.9635621 0 -4117.9513 0.19999586 -4117.5454 0.39999348 -4114.8311 0.6000066 -4114.8321 0.80000418 -4117.5452 1 -4117.9513
3610 0.14046047 0.060918017 8.5764729e-15 7.5513157e-15 3.5051671 3.1144397 3.1144397 3.9635479 0 -4117.9513 0.19999622 -4117.5466 0.39999319 -4114.8368 0.60000681 -4114.8378 0.80000379 -4117.5465 1 -4117.9513
3620 0.11686911 0.026376545 8.5764729e-15 7.5513157e-15 3.5196375 3.1085543 3.1085543 3.9635419 0 -4117.9513 0.1999965 -4117.548 0.39999488 -4114.8427 0.60000509 -4114.8437 0.80000349 -4117.5479 1 -4117.9513
3630 0.11164461 0.0084184422 8.5764729e-15 7.5513734e-15 3.5349952 3.1028931 3.1028931 3.9635407 0 -4117.9513 0.19999646 -4117.5492 0.39999292 -4114.8484 0.60000697 -4114.8493 0.8000035 -4117.5491 1 -4117.9513
3640 0.14299705 0.062429369 8.5764729e-15 7.5513734e-15 3.5540262 3.0964941 3.0964941 3.9635482 0 -4117.9513 0.19999608 -4117.5507 0.3999928 -4114.8548 0.6000071 -4114.8558 0.80000387 -4117.5506 1 -4117.9513
3650 0.11275628 0.0067031102 8.5608292e-15 7.5513734e-15 3.5729372 3.0903194 3.0903194 3.9635406 0 -4117.9513 0.19999644 -4117.552 0.3999949 -4114.8609 0.60000501 -4114.8619 0.80000351 -4117.5519 1 -4117.9513
3660 0.11732878 0.019543462 1.2508683e-14 3.3168164e-15 3.601343 3.0823476 3.0823476 3.9635413 0 -4117.9513 0.19999612 -4117.5537 0.39998911 -4114.8689 0.6000105 -4114.8699 0.80000377 -4117.5536 1 -4117.9513
3670 0.11734549 0.016449165 1.2508683e-14 3.3592055e-15 3.6278293 3.0762033 3.0762033 3.963541 0 -4117.9513 0.19999563 -4117.555 0.39999116 -4114.8751 0.60000862 -4114.8761 0.80000424 -4117.5549 1 -4117.9513
3680 0.19859237 0.11279628 8.6479248e-15 4.3494325e-15 3.6690487 3.0688165 3.0688165 3.9635642 0 -4117.9513 0.19999504 -4117.5565 0.39999214 -4114.8824 0.60000769 -4114.8836 0.80000486 -4117.5564 1 -4117.9513
3690 0.12806643 0.030044812 8.6331246e-15 4.3494325e-15 3.7053747 3.0627891 3.0627891 3.9635423 0 -4117.9513 0.19999574 -4117.5576 0.39999238 -4114.8885 0.60000712 -4114.8896 0.80000407 -4117.5575 1 -4117.9513
