type charge x y z
1025 3 -2 4.87832 11.3238 27.4087 

1025 3 -2 4.20136 9.52889 27.4089 

1025 3 -2 3.52441 7.73399 27.4087 

1025 3 -2 2.84757 13.4871 27.4086 

1025 3 -2 2.17066 11.6921 27.4087 

1025 3 -2 1.49374 9.89714 27.4086 

1025 3 -2 0.816836 8.10226 27.4087 

1025 3 -2 0.140043 13.8554 27.4085 

1025 3 -2 7.01122 12.0604 27.4088 

1025 3 -2 6.33429 10.2655 27.4087 

1025 3 -2 5.65735 8.47058 27.4088 

1025 3 -2 4.98045 14.2238 27.4086 

1025 3 -2 4.30352 12.4287 27.4086 

1025 3 -2 3.62655 10.6337 27.4088 

1025 3 -2 2.94963 8.83882 27.4087 

1025 3 -2 2.2728 14.592 27.4085 

1025 3 -2 1.59589 12.797 27.4087 

1025 3 -2 0.918984 11.002 27.4086 

1025 3 -2 0.242114 9.20705 27.4086 

1025 3 -2 7.11325 14.9603 27.4084 

1025 3 -2 6.43639 13.1653 27.4087 

1025 3 -2 5.7595 11.3703 27.4087 

1025 3 -2 5.08255 9.5754 27.4089 

1025 3 -2 4.40559 7.78047 27.4088 

1025 3 -2 3.72873 13.5336 27.4085 

1025 3 -2 3.05179 11.7386 27.4087 

1025 3 -2 2.37486 9.94363 27.4087 

1025 3 -2 1.69796 8.14875 27.4088 

1025 3 -2 1.02114 13.9019 27.4086 

1025 3 -2 0.344234 12.1069 27.4086 

1025 3 -2 7.21545 10.312 27.4086 

1025 3 -2 6.53854 8.51709 27.4088 

1025 3 -2 5.86159 14.2703 27.4086 

1025 3 -2 5.18468 12.4752 27.4087 

1025 3 -2 4.50777 10.6803 27.4089 

1025 3 -2 3.83078 8.88531 27.4088 

1025 3 -2 3.15393 14.6385 27.4086 

1025 3 -2 2.47702 12.8435 27.4087 

1025 3 -2 1.8001 11.0485 27.4086 

1025 3 -2 1.1232 9.25356 27.4086 

1025 3 -2 0.446438 15.0068 27.4084 

1025 3 -2 7.31756 13.2118 27.4087 

1025 3 -2 6.64066 11.4168 27.4087 

1025 3 -2 5.96375 9.6219 27.4088 

1025 3 -2 5.28677 7.82698 27.4088 

1025 3 -2 4.60989 13.5801 27.4086 

1025 3 -2 3.93297 11.7851 27.4087 

1025 3 -2 3.25599 9.99013 27.4088 

1025 3 -2 2.57907 8.19524 27.4088 

1025 3 -2 1.90226 13.9484 27.4086 

1025 3 -2 1.22534 12.1534 27.4087 

1025 3 -2 0.548468 10.3584 27.4086 

1025 3 -2 7.4197 8.56357 27.4088 

1025 3 -2 6.74274 14.3167 27.4086 

1025 3 -2 6.06584 12.5217 27.4087 

1025 3 -2 5.38894 10.7267 27.4088 

1025 3 -2 4.71198 8.93181 27.4089 

1025 3 -2 4.03508 14.685 27.4086 

1025 3 -2 3.35816 12.89 27.4086 

1025 3 -2 2.68123 11.095 27.4087 

1025 3 -2 2.00431 9.30006 27.4086 

1025 3 -2 1.32752 15.0533 27.4084 

1025 3 -2 0.65058 13.2583 27.4087 

1025 3 -2 7.52183 11.4633 27.4087 

1025 3 -2 6.84491 9.66841 27.4087 

1025 3 -2 6.16796 7.87346 27.4089 

1025 3 -2 5.49104 13.6266 27.4086 

1025 3 -2 4.81413 11.8316 27.4087 

1025 3 -2 4.13717 10.0366 27.4089 

1025 3 -2 3.46023 8.24172 27.4088 

1025 3 -2 2.78337 13.9949 27.4086 

1025 3 -2 2.10648 12.1999 27.4087 

1025 3 -2 1.42956 10.4049 27.4086 

1025 3 -2 0.752669 8.60998 27.4086 

1025 3 -2 0.0758849 14.3631 27.4085 

1025 3 -2 6.94701 12.5682 27.4088 

1025 3 -2 6.27012 10.7732 27.4087 

1025 3 -2 5.59316 8.97832 27.4088 

1025 3 -2 4.91626 14.7315 27.4086 

1025 3 -2 4.23934 12.9365 27.4085 

1025 3 -2 3.56239 11.1415 27.4087 

1025 3 -2 2.88544 9.34656 27.4088 

1025 3 -2 2.20854 7.55165 27.4088 

1025 3 -2 1.53169 13.3048 27.4087 

1025 3 -2 0.854799 11.5097 27.4086 

1025 3 -2 0.177938 9.7148 27.4086 

1025 3 -2 7.04913 7.91997 27.4089 

1025 3 -2 6.37219 13.6731 27.4087 

1025 3 -2 5.6953 11.8781 27.4087 

1025 3 -2 5.01837 10.0832 27.4088 

1025 3 -2 4.3414 8.28822 27.4088 

1025 3 -2 3.66454 14.0414 27.4086 

1025 3 -2 2.98761 12.2464 27.4087 

1025 3 -2 2.31068 10.4514 27.4086 

1025 3 -2 1.63377 8.65649 27.4087 

1025 3 -2 0.956964 14.4097 27.4085 

1025 3 -2 0.280043 12.6146 27.4086 

1025 3 -2 7.15127 10.8197 27.4087 

1025 3 -2 6.47434 9.02482 27.4088 

1025 3 -2 5.7974 14.778 27.4085 

1025 3 -2 5.12048 12.983 27.4086 

1025 3 -2 4.44357 11.188 27.4088 

1025 3 -2 3.7666 9.39305 27.4089 

1025 3 -2 3.08967 7.59813 27.4088 

1025 3 -2 2.41282 13.3513 27.4086 

1025 3 -2 1.73592 11.5562 27.4087 

1025 3 -2 1.05901 9.7613 27.4085 

1025 3 -2 0.382135 7.96638 27.4087 

1025 3 -2 7.25335 13.7196 27.4087 

1025 3 -2 6.57645 11.9245 27.4087 

1025 3 -2 5.89954 10.1296 27.4088 

1025 3 -2 5.22259 8.33471 27.4088 

1025 3 -2 4.5457 14.0879 27.4086 

1025 3 -2 3.86878 12.2929 27.4086 

1025 3 -2 3.19181 10.4979 27.4088 

1025 3 -2 2.51488 8.70297 27.4087 

1025 3 -2 1.83808 14.4562 27.4085 

1025 3 -2 1.16115 12.6611 27.4087 

1025 3 -2 0.484278 10.8661 27.4086 

1025 3 -2 7.3555 9.07131 27.4087 

1025 3 -2 6.67852 14.8245 27.4085 

1025 3 -2 6.00164 13.0295 27.4087 

1025 3 -2 5.32475 11.2345 27.4087 

1025 3 -2 4.6478 9.43953 27.4089 

1025 3 -2 3.97083 7.64461 27.4088 

1025 3 -2 3.29398 13.3978 27.4086 

1025 3 -2 2.61704 11.6027 27.4087 

1025 3 -2 1.94012 9.80778 27.4086 

1025 3 -2 1.26322 8.0129 27.4088 

1025 3 -2 0.586424 13.7661 27.4086 

1025 3 -2 7.45763 11.971 27.4088 

1025 3 -2 6.78071 10.1761 27.4086 

1025 3 -2 6.10377 8.38122 27.4089 

1025 3 -2 5.42685 14.1344 27.4086 

1025 3 -2 4.74992 12.3394 27.4086 

1025 3 -2 4.07299 10.5444 27.4088 

1025 3 -2 3.39603 8.74946 27.4088 

1025 3 -2 2.71918 14.5027 27.4085 

1025 3 -2 2.04229 12.7076 27.4087 

1025 3 -2 1.36537 10.9126 27.4086 

1025 3 -2 0.688487 9.1177 27.4086 

1025 3 -2 0.0117203 14.8709 27.4085 

1025 3 -2 6.8828 13.0759 27.4088 

1025 3 -2 6.20591 11.2809 27.4087 

1025 3 -2 5.52899 9.48606 27.4088 

1025 3 -2 4.852 7.69111 27.4088 

1025 3 -2 4.17514 13.4443 27.4085 

1025 3 -2 3.4982 11.6492 27.4087 

1025 3 -2 2.82124 9.85428 27.4088 

1025 3 -2 2.14435 8.0594 27.4088 

1025 3 -2 1.46752 13.8126 27.4086 

1025 3 -2 0.790604 12.0175 27.4087 

1025 3 -2 0.113746 10.2225 27.4086 

1025 3 -2 6.98495 8.42772 27.4088 

1025 3 -2 6.30799 14.1809 27.4085 

1025 3 -2 5.63109 12.3858 27.4087 

1025 3 -2 4.95419 10.5909 27.4089 

1025 3 -2 4.2772 8.79595 27.4088 

1025 3 -2 3.60034 14.5492 27.4086 

1025 3 -2 2.92342 12.7541 27.4086 

1025 3 -2 2.24648 10.9591 27.4086 

1025 3 -2 1.56958 9.16421 27.4086 

1025 3 -2 0.892796 14.9174 27.4084 

1025 3 -2 0.215866 13.1224 27.4086 

1025 3 -2 7.08707 11.3274 27.4087 

1025 3 -2 6.41016 9.53255 27.4087 

1025 3 -2 5.73321 7.73761 27.4089 

1025 3 -2 5.0563 13.4908 27.4086 

1025 3 -2 4.37937 11.6957 27.4087 

1025 3 -2 3.70242 9.90079 27.4088 

1025 3 -2 3.02547 8.10587 27.4088 

1025 3 -2 2.34865 13.8591 27.4086 

1025 3 -2 1.67173 12.064 27.4087 

1025 3 -2 0.994844 10.269 27.4085 

1025 3 -2 0.317963 8.47412 27.4086 

1025 3 -2 7.18913 14.2274 27.4085 

1025 3 -2 6.51226 12.4323 27.4088 

1025 3 -2 5.83536 10.6374 27.4087 

1025 3 -2 5.15841 8.84245 27.4088 

1025 3 -2 4.48151 14.5957 27.4086 

1025 3 -2 3.80459 12.8006 27.4086 

1025 3 -2 3.12764 11.0056 27.4087 

1025 3 -2 2.4507 9.2107 27.4087 

1025 3 -2 1.77389 14.9639 27.4084 

1025 3 -2 1.09697 13.1689 27.4087 

1025 3 -2 0.420087 11.3739 27.4086 

1025 3 -2 7.2913 9.57905 27.4086 

1025 3 -2 6.61438 7.78412 27.4089 

1025 3 -2 5.93746 13.5373 27.4087 

1025 3 -2 5.26054 11.7422 27.4087 

1025 3 -2 4.58361 9.94729 27.4089 

1025 3 -2 3.90664 8.15237 27.4088 

1025 3 -2 3.22978 13.9056 27.4086 

1025 3 -2 2.55286 12.1105 27.4087 

1025 3 -2 1.87595 10.3155 27.4086 

1025 3 -2 1.19904 8.52062 27.4087 

1025 3 -2 0.522241 14.2738 27.4085 

1025 3 -2 7.39343 12.4788 27.4088 

1025 3 -2 6.71654 10.6839 27.4087 

1025 3 -2 6.03959 8.88896 27.4088 

1025 3 -2 5.36267 14.6422 27.4086 

1025 3 -2 4.68574 12.8471 27.4086 

1025 3 -2 4.0088 11.0521 27.4088 

1025 3 -2 3.33184 9.2572 27.4088 

1025 3 -2 2.65501 15.0104 27.4085 

1025 3 -2 1.9781 13.2154 27.4087 

1025 3 -2 1.30118 11.4204 27.4086 

1025 3 -2 0.624307 9.62544 27.4086 

1025 3 -2 7.49557 7.8306 27.4089 

1025 3 -2 6.8186 13.5837 27.4087 

1025 3 -2 6.14171 11.7887 27.4088 

1025 3 -2 5.46481 9.9938 27.4088 

1025 3 -2 4.78781 8.19885 27.4088 

1025 3 -2 4.11094 13.952 27.4086 

1025 3 -2 3.43402 12.157 27.4086 

1025 3 -2 2.75707 10.362 27.4087 

1025 3 -2 2.08014 8.56714 27.4087 

1025 3 -2 1.40335 14.3203 27.4085 

1025 3 -2 0.726412 12.5253 27.4087 

1025 3 -2 0.0495609 10.7303 27.4086 

1025 3 -2 6.92076 8.93546 27.4088 

1025 3 -2 6.24381 14.6887 27.4085 

1025 3 -2 5.5669 12.8936 27.4087 

1025 3 -2 4.88999 11.0986 27.4088 

1025 3 -2 4.21303 9.30369 27.4089 

1025 3 -2 3.53615 15.0569 27.4086 

1025 3 -2 2.85924 13.2619 27.4086 

1025 3 -2 2.1823 11.4669 27.4087 

1025 3 -2 1.5054 9.67194 27.4086 

1025 3 -2 0.82851 7.87706 27.4087 

1025 3 -2 0.151699 13.6302 27.4086 

1025 3 -2 7.02287 11.8352 27.4087 

1025 3 -2 6.34596 10.0403 27.4087 

1025 3 -2 5.66901 8.24536 27.4088 

1025 3 -2 4.99211 13.9985 27.4086 

1025 3 -2 4.31519 12.2035 27.4086 

1025 3 -2 3.63822 10.4085 27.4088 

1025 3 -2 2.9613 8.61361 27.4088 

1025 3 -2 2.28445 14.3668 27.4085 

1025 3 -2 1.60756 12.5718 27.4088 

1025 3 -2 0.930661 10.7768 27.4086 

1025 3 -2 0.253776 8.98186 27.4086 

1025 3 -2 7.12491 14.7351 27.4085 

1025 3 -2 6.44805 12.9401 27.4088 

1025 3 -2 5.77116 11.1451 27.4087 

1025 3 -2 5.09421 9.35019 27.4088 

1025 3 -2 4.41725 7.55526 27.4088 

1025 3 -2 3.74039 13.3084 27.4085 

1025 3 -2 3.06345 11.5134 27.4087 

1025 3 -2 2.38652 9.71845 27.4087 

1025 3 -2 1.70962 7.92355 27.4088 

1025 3 -2 1.03279 13.6767 27.4086 

1025 3 -2 0.355884 11.8817 27.4086 

1025 3 -2 7.22713 10.0868 27.4086 

1025 3 -2 6.55018 8.29187 27.4089 

1025 3 -2 5.87326 14.045 27.4086 

1025 3 -2 5.19635 12.25 27.4087 

1025 3 -2 4.51941 10.455 27.4089 

1025 3 -2 3.84245 8.6601 27.4088 

1025 3 -2 3.1656 14.4133 27.4086 

1025 3 -2 2.48869 12.6183 27.4087 

1025 3 -2 1.81176 10.8233 27.4086 

1025 3 -2 1.13487 9.02836 27.4086 

1025 3 -2 0.458081 14.7815 27.4084 

1025 3 -2 7.32921 12.9866 27.4087 

1025 3 -2 6.65232 11.1916 27.4087 

1025 3 -2 5.97541 9.3967 27.4088 

1025 3 -2 5.29844 7.60175 27.4088 

1025 3 -2 4.62155 13.3549 27.4086 

1025 3 -2 3.94462 11.5599 27.4087 

1025 3 -2 3.26765 9.76494 27.4088 

1025 3 -2 2.59074 7.97003 27.4088 

1025 3 -2 1.91391 13.7232 27.4086 

1025 3 -2 1.237 11.9281 27.4087 

1025 3 -2 0.560123 10.1332 27.4085 

1025 3 -2 7.43135 8.33838 27.4088 

1025 3 -2 6.75439 14.0915 27.4086 

1025 3 -2 6.07752 12.2965 27.4087 

1025 3 -2 5.4006 10.5015 27.4088 

1025 3 -2 4.72364 8.7066 27.4088 

1025 3 -2 4.04675 14.4598 27.4086 

1025 3 -2 3.36982 12.6648 27.4086 

1025 3 -2 2.69289 10.8698 27.4087 

1025 3 -2 2.01596 9.07487 27.4087 

1025 3 -2 1.33918 14.8281 27.4084 

1025 3 -2 0.662241 13.0331 27.4087 

1025 3 -2 7.53348 11.2381 27.4087 

1025 3 -2 6.85658 9.4432 27.4087 

1025 3 -2 6.17962 7.64825 27.4089 

1025 3 -2 5.5027 13.4014 27.4086 

1025 3 -2 4.82579 11.6064 27.4087 

1025 3 -2 4.14884 9.81142 27.4089 

1025 3 -2 3.47188 8.01651 27.4088 

1025 3 -2 2.79503 13.7697 27.4086 

1025 3 -2 2.11813 11.9746 27.4087 

1025 3 -2 1.44123 10.1797 27.4086 

1025 3 -2 0.76433 8.38477 27.4087 

1025 3 -2 0.0875276 14.1379 27.4085 

1025 3 -2 6.95869 12.3429 27.4088 

1025 3 -2 6.28178 10.548 27.4087 

1025 3 -2 5.60483 8.75311 27.4088 

1025 3 -2 4.92791 14.5063 27.4086 

1025 3 -2 4.251 12.7113 27.4085 

1025 3 -2 3.57403 10.9163 27.4088 

1025 3 -2 2.8971 9.12135 27.4088 

1025 3 -2 2.22027 14.8746 27.4084 

1025 3 -2 1.54336 13.0796 27.4087 

1025 3 -2 0.866464 11.2845 27.4086 

1025 3 -2 0.189596 9.48958 27.4086 

1025 3 -2 7.0608 7.69475 27.4089 

1025 3 -2 6.38385 13.4479 27.4087 

1025 3 -2 5.70697 11.6529 27.4087 

1025 3 -2 5.03003 9.85793 27.4089 

1025 3 -2 4.35306 8.063 27.4088 

1025 3 -2 3.6762 13.8162 27.4086 

1025 3 -2 2.99926 12.0211 27.4087 

1025 3 -2 2.32234 10.2262 27.4087 

1025 3 -2 1.64543 8.43128 27.4087 

1025 3 -2 0.968618 14.1845 27.4085 

1025 3 -2 0.291702 12.3894 27.4086 

1025 3 -2 7.16294 10.5945 27.4086 

1025 3 -2 6.48601 8.79963 27.4088 

1025 3 -2 5.80907 14.5528 27.4085 

1025 3 -2 5.13216 12.7578 27.4086 

1025 3 -2 4.45524 10.9628 27.4088 

1025 3 -2 3.77825 9.16784 27.4089 

1025 3 -2 3.10139 14.9211 27.4086 

1025 3 -2 2.42449 13.1261 27.4087 

1025 3 -2 1.74758 11.331 27.4086 

1025 3 -2 1.07069 9.53609 27.4085 

1025 3 -2 0.393775 7.74118 27.4087 

1025 3 -2 7.26501 13.4943 27.4087 

1025 3 -2 6.58813 11.6993 27.4088 

1025 3 -2 5.91122 9.90442 27.4087 

1025 3 -2 5.23424 8.1095 27.4088 

1025 3 -2 4.55735 13.8627 27.4086 

1025 3 -2 3.88043 12.0676 27.4086 

1025 3 -2 3.20346 10.2727 27.4088 

1025 3 -2 2.52655 8.47776 27.4088 

1025 3 -2 1.84973 14.231 27.4085 

1025 3 -2 1.17282 12.4359 27.4087 

1025 3 -2 0.495938 10.6409 27.4086 

1025 3 -2 7.36718 8.84611 27.4088 

1025 3 -2 6.6902 14.5993 27.4085 

1025 3 -2 6.01332 12.8042 27.4087 

1025 3 -2 5.3364 11.0093 27.4088 

1025 3 -2 4.65946 9.21433 27.4089 

1025 3 -2 3.98256 14.9676 27.4086 

1025 3 -2 3.30563 13.1725 27.4086 

1025 3 -2 2.62872 11.3775 27.4087 

1025 3 -2 1.95179 9.58258 27.4086 

1025 3 -2 1.27488 7.78769 27.4088 

1025 3 -2 0.598072 13.5408 27.4086 

1025 3 -2 7.4693 11.7458 27.4087 

1025 3 -2 6.79238 9.95093 27.4087 

1025 3 -2 6.11543 8.15602 27.4089 

1025 3 -2 5.43851 13.9092 27.4086 

1025 3 -2 4.7616 12.1141 27.4086 

1025 3 -2 4.08465 10.3192 27.4089 

1025 3 -2 3.40769 8.52426 27.4088 

1025 3 -2 2.73085 14.2775 27.4085 

1025 3 -2 2.05394 12.4824 27.4087 

1025 3 -2 1.37703 10.6874 27.4086 

1025 3 -2 0.700149 8.8925 27.4086 

1025 3 -2 0.0233736 14.6457 27.4085 

1025 3 -2 6.89447 12.8507 27.4088 

1025 3 -2 6.21757 11.0557 27.4087 

1025 3 -2 5.54063 9.26084 27.4088 

1025 3 -2 4.86374 15.0141 27.4086 

1025 3 -2 4.18681 13.219 27.4085 

1025 3 -2 3.50987 11.424 27.4087 

1025 3 -2 2.8329 9.62909 27.4087 

1025 3 -2 2.15602 7.83418 27.4088 

1025 3 -2 1.47918 13.5873 27.4086 

1025 3 -2 0.802283 11.7923 27.4087 

1025 3 -2 0.12541 9.99734 27.4086 

1025 3 -2 6.99661 8.20251 27.4089 

1025 3 -2 6.31966 13.9557 27.4086 

1025 3 -2 5.64277 12.1606 27.4087 

1025 3 -2 4.96584 10.3657 27.4089 

1025 3 -2 4.28887 8.57075 27.4088 

1025 3 -2 3.612 14.3239 27.4086 

1025 3 -2 2.93508 12.5289 27.4087 

1025 3 -2 2.25815 10.7339 27.4086 

1025 3 -2 1.58125 8.939 27.4087 

1025 3 -2 0.904461 14.6922 27.4084 

1025 3 -2 0.227521 12.8972 27.4086 

1025 3 -2 7.09874 11.1022 27.4087 

1025 3 -2 6.42183 9.30735 27.4087 

1025 3 -2 5.74489 15.0606 27.4085 

1025 3 -2 5.06797 13.2655 27.4086 

1025 3 -2 4.39104 11.4705 27.4087 

1025 3 -2 3.71406 9.67558 27.4089 

1025 3 -2 3.03714 7.88066 27.4088 

1025 3 -2 2.36031 13.6339 27.4086 

1025 3 -2 1.68339 11.8388 27.4087 

1025 3 -2 1.00651 10.0438 27.4085 

1025 3 -2 0.329607 8.24893 27.4087 

1025 3 -2 7.20079 14.0021 27.4086 

1025 3 -2 6.52392 12.2071 27.4087 

1025 3 -2 5.84701 10.4122 27.4087 

1025 3 -2 5.17007 8.61725 27.4088 

1025 3 -2 4.49317 14.3705 27.4086 

1025 3 -2 3.81625 12.5754 27.4086 

1025 3 -2 3.13928 10.7804 27.4088 

1025 3 -2 2.46237 8.9855 27.4087 

1025 3 -2 1.78554 14.7387 27.4084 

1025 3 -2 1.10862 12.9437 27.4087 

1025 3 -2 0.431745 11.1487 27.4086 

1025 3 -2 7.30298 9.35384 27.4087 

1025 3 -2 6.62604 7.5589 27.409 

1025 3 -2 5.94911 13.312 27.4087 

1025 3 -2 5.27221 11.517 27.4087 

1025 3 -2 4.59526 9.72207 27.4089 

1025 3 -2 3.91832 7.92715 27.4088 

1025 3 -2 3.24145 13.6803 27.4086 

1025 3 -2 2.56451 11.8853 27.4087 

1025 3 -2 1.88761 10.0903 27.4086 

1025 3 -2 1.2107 8.29542 27.4087 
1025 3 -2 6.87114 20.8489 27.4081 

1025 3 -2 6.19422 19.0541 27.4083 

1025 3 -2 5.51731 17.2593 27.4083 

1025 3 -2 4.84041 15.4645 27.4086 

1025 3 -2 4.16358 21.2171 27.4086 

1025 3 -2 3.48668 19.4223 27.4083 

1025 3 -2 2.80975 17.6275 27.4083 

1025 3 -2 2.13279 15.8327 27.4083 

1025 3 -2 1.45598 21.5854 27.4084 

1025 3 -2 0.779126 19.7906 27.4084 

1025 3 -2 0.102225 17.9957 27.4085 

1025 3 -2 6.97316 16.201 27.4083 

1025 3 -2 6.29644 21.9537 27.4083 

1025 3 -2 5.6195 20.1589 27.4083 

1025 3 -2 4.94255 18.3641 27.4082 

1025 3 -2 4.26565 16.5693 27.4084 

1025 3 -2 3.58877 22.322 27.4086 

1025 3 -2 2.91189 20.5271 27.4084 

1025 3 -2 2.23501 18.7323 27.4084 

1025 3 -2 1.55807 16.9375 27.4084 

1025 3 -2 0.881163 15.1426 27.4083 

1025 3 -2 0.204351 20.8954 27.4085 

1025 3 -2 7.07531 19.1007 27.4083 

1025 3 -2 6.3984 17.3058 27.4084 

1025 3 -2 5.72156 15.511 27.4085 

1025 3 -2 5.04477 21.2636 27.4085 

1025 3 -2 4.36781 19.4688 27.4083 

1025 3 -2 3.69088 17.674 27.4082 

1025 3 -2 3.0139 15.8792 27.4085 

1025 3 -2 2.33709 21.6319 27.4085 

1025 3 -2 1.66023 19.8371 27.4084 

1025 3 -2 0.98333 18.0422 27.4085 

1025 3 -2 0.306439 16.2474 27.4084 

1025 3 -2 7.1775 22.0002 27.4082 

1025 3 -2 6.50059 20.2054 27.4082 

1025 3 -2 5.82365 18.4106 27.4083 

1025 3 -2 5.14677 16.6158 27.4084 

1025 3 -2 4.46997 22.3685 27.4086 

1025 3 -2 3.79303 20.5735 27.4085 

1025 3 -2 3.11613 18.7788 27.4083 

1025 3 -2 2.43918 16.984 27.4084 

1025 3 -2 1.76223 15.1891 27.4083 

1025 3 -2 1.08546 20.9419 27.4084 

1025 3 -2 0.408581 19.147 27.4085 

1025 3 -2 7.27953 17.3523 27.4084 

1025 3 -2 6.60265 15.5575 27.4083 

1025 3 -2 5.92588 21.3101 27.4083 

1025 3 -2 5.24894 19.5153 27.4082 

1025 3 -2 4.57201 17.7206 27.4082 

1025 3 -2 3.89506 15.9258 27.4085 

1025 3 -2 3.21823 21.6784 27.4086 

1025 3 -2 2.54136 19.8835 27.4084 

1025 3 -2 1.86445 18.0887 27.4085 

1025 3 -2 1.18752 16.2939 27.4083 

1025 3 -2 0.51065 22.0467 27.4085 

1025 3 -2 7.38167 20.2519 27.4082 

1025 3 -2 6.70476 18.4571 27.4084 

1025 3 -2 6.02787 16.6623 27.4083 

1025 3 -2 5.35112 22.4149 27.4085 

1025 3 -2 4.6742 20.62 27.4085 

1025 3 -2 3.99726 18.8253 27.4082 

1025 3 -2 3.32031 17.0305 27.4084 

1025 3 -2 2.64334 15.2356 27.4085 

1025 3 -2 1.96656 20.9883 27.4084 

1025 3 -2 1.28971 19.1935 27.4085 

1025 3 -2 0.612797 17.3986 27.4085 

1025 3 -2 7.48374 15.6039 27.4084 

1025 3 -2 6.80698 21.3566 27.4082 

1025 3 -2 6.13004 19.5618 27.4083 

1025 3 -2 5.45311 17.767 27.4083 

1025 3 -2 4.77623 15.9722 27.4085 

1025 3 -2 4.0994 21.7249 27.4086 

1025 3 -2 3.42249 19.93 27.4083 

1025 3 -2 2.74558 18.1352 27.4084 

1025 3 -2 2.0686 16.3404 27.4083 

1025 3 -2 1.39178 22.0932 27.4085 

1025 3 -2 0.714934 20.2983 27.4084 

1025 3 -2 0.0380326 18.5034 27.4084 

1025 3 -2 6.90898 16.7088 27.4083 

1025 3 -2 6.23223 22.4614 27.4084 

1025 3 -2 5.55534 20.6665 27.4083 

1025 3 -2 4.87837 18.8718 27.4082 

1025 3 -2 4.20146 17.077 27.4083 

1025 3 -2 3.52448 15.2821 27.4086 

1025 3 -2 2.8477 21.0348 27.4085 

1025 3 -2 2.17083 19.24 27.4085 

1025 3 -2 1.4939 17.4452 27.4084 

1025 3 -2 0.816981 15.6503 27.4083 

1025 3 -2 0.140156 21.4031 27.4085 

1025 3 -2 7.01115 19.6084 27.4083 

1025 3 -2 6.3342 17.8135 27.4083 

1025 3 -2 5.65736 16.0187 27.4084 

1025 3 -2 4.98058 21.7713 27.4085 

1025 3 -2 4.30362 19.9765 27.4084 

1025 3 -2 3.62669 18.1817 27.4083 

1025 3 -2 2.94974 16.3869 27.4084 

1025 3 -2 2.2729 22.1397 27.4086 

1025 3 -2 1.59605 20.3448 27.4084 

1025 3 -2 0.919147 18.5499 27.4085 

1025 3 -2 0.242265 16.7551 27.4084 

1025 3 -2 7.11333 22.5079 27.4083 

1025 3 -2 6.43644 20.7131 27.4082 

1025 3 -2 5.75948 18.9183 27.4083 

1025 3 -2 5.08257 17.1235 27.4083 

1025 3 -2 4.40566 15.3286 27.4086 

1025 3 -2 3.72883 21.0813 27.4086 

1025 3 -2 3.05194 19.2865 27.4083 

1025 3 -2 2.37501 17.4917 27.4084 

1025 3 -2 1.69805 15.6968 27.4083 

1025 3 -2 1.02127 21.4496 27.4084 

1025 3 -2 0.344393 19.6547 27.4085 

1025 3 -2 7.21532 17.86 27.4084 

1025 3 -2 6.53847 16.0652 27.4083 

1025 3 -2 5.8617 21.8178 27.4083 

1025 3 -2 5.18476 20.023 27.4083 

1025 3 -2 4.50783 18.2282 27.4082 

1025 3 -2 3.83089 16.4335 27.4085 

1025 3 -2 3.15404 22.1861 27.4086 

1025 3 -2 2.47716 20.3912 27.4084 

1025 3 -2 1.80028 18.5964 27.4085 

1025 3 -2 1.12334 16.8016 27.4083 

1025 3 -2 0.446445 22.5545 27.4086 

1025 3 -2 7.3175 20.7596 27.4081 

1025 3 -2 6.64059 18.9648 27.4083 

1025 3 -2 5.96369 17.17 27.4084 

1025 3 -2 5.28682 15.3751 27.4085 

1025 3 -2 4.61002 21.1278 27.4085 

1025 3 -2 3.93307 19.333 27.4083 

1025 3 -2 3.25614 17.5382 27.4083 

1025 3 -2 2.57916 15.7434 27.4084 

1025 3 -2 1.90237 21.4961 27.4084 

1025 3 -2 1.2255 19.7012 27.4085 

1025 3 -2 0.548612 17.9064 27.4085 

1025 3 -2 7.41955 16.1117 27.4083 

1025 3 -2 6.7428 21.8643 27.4082 

1025 3 -2 6.06589 20.0695 27.4082 

1025 3 -2 5.38893 18.2747 27.4082 

1025 3 -2 4.71204 16.48 27.4084 

1025 3 -2 4.03521 22.2326 27.4086 

1025 3 -2 3.35828 20.4377 27.4084 

1025 3 -2 2.6814 18.6429 27.4084 

1025 3 -2 2.00444 16.8481 27.4084 

