type charge x y z
1025 3 -0.492865 2.79644 2.80666 22.7389 

1025 3 -0.496675 2.74327 2.87163 22.6646 

1025 3 -0.494036 2.84756 2.88812 22.722 

1025 3 -0.496173 -0.136049 0.00728809 22.7007 
1025 3 -0.495869 5.67915 14.1725 22.6629 

1025 3 -0.494874 5.68365 11.2988 22.6994 

1025 3 -0.493215 5.7045 8.51732 22.6883 

1025 3 -0.499734 5.72579 8.42607 22.6434 

1025 3 -0.497402 2.81275 14.0948 22.6516 

1025 3 -0.497713 22.6315 11.3677 22.6716 

1025 3 -0.492302 2.82483 11.4089 22.7647 

1025 3 -0.492583 2.86602 8.51243 22.7279 

1025 3 -0.497358 2.88091 14.1764 22.6577 

1025 3 -0.492711 22.6289 11.3033 22.7174 

1025 3 -0.501854 0.0574895 11.4274 22.6613 

1025 3 -0.496757 5.67393 8.55567 22.6935 

1025 3 -0.496175 5.74197 14.1709 22.653 

