a b c d e
738 1 24.20902 18.51278 9.968406
739 1 25.63308 17.08872 8.544348
740 1 27.05714 18.51278 9.968406
741 1 0.0 19.93684 8.544348
742 1 1.42406 21.3609 9.968406
743 1 2.84812 19.93684 8.544348
744 1 4.27218 21.3609 9.968406
745 1 5.69624 19.93684 8.544348
746 1 7.1203 21.3609 9.968406
747 1 8.54436 19.93684 8.544348
748 1 9.96842 21.3609 9.968406
749 1 11.39248 19.93684 8.544348
750 1 12.81654 21.3609 9.968406
751 1 14.2406 19.93684 8.544348
752 1 15.66466 21.3609 9.968406
753 1 17.08872 19.93684 8.544348
754 1 18.51278 21.3609 9.968406
755 1 19.93684 19.93684 8.544348
756 1 21.3609 21.3609 9.968406
757 1 22.78496 19.93684 8.544348
758 1 24.20902 21.3609 9.968406
759 1 25.63308 19.93684 8.544348
760 1 27.05714 21.3609 9.968406
761 1 0.0 22.78496 8.544348
762 1 1.42406 24.20902 9.968406
763 1 2.84812 22.78496 8.544348
764 1 4.27218 24.20902 9.968406
765 1 5.69624 22.78496 8.544348
766 1 7.1203 24.20902 9.968406
767 1 8.54436 22.78496 8.544348
768 1 9.96842 24.20902 9.968406
769 1 11.39248 22.78496 8.544348
770 1 12.81654 24.20902 9.968406
771 1 14.2406 22.78496 8.544348
772 1 15.66466 24.20902 9.968406
773 1 17.08872 22.78496 8.544348
774 1 18.51278 24.20902 9.968406
775 1 19.93684 22.78496 8.544348
776 1 21.3609 24.20902 9.968406
777 1 22.78496 22.78496 8.544348
778 1 24.20902 24.20902 9.968406
779 1 25.63308 22.78496 8.544348
780 1 27.05714 24.20902 9.968406
781 1 0.0 25.63308 8.544348
782 1 1.42406 27.05714 9.968406
783 1 2.84812 25.63308 8.544348
784 1 4.27218 27.05714 9.968406
785 1 5.69624 25.63308 8.544348
786 1 7.1203 27.05714 9.968406
787 1 8.54436 25.63308 8.544348
788 1 9.96842 27.05714 9.968406
789 1 11.39248 25.63308 8.544348
790 1 12.81654 27.05714 9.968406
791 1 14.2406 25.63308 8.544348
792 1 15.66466 27.05714 9.968406
793 1 17.08872 25.63308 8.544348
794 1 18.51278 27.05714 9.968406
795 1 19.93684 25.63308 8.544348
796 1 21.3609 27.05714 9.968406
797 1 22.78496 25.63308 8.544348
798 1 24.20902 27.05714 9.968406
799 1 25.63308 25.63308 8.544348
800 1 27.05714 27.05714 9.968406
801 1 0.0 0.0 11.392464
802 1 1.42406 1.42406 12.816522
803 1 2.84812 0.0 11.392464
804 1 4.27218 1.42406 12.816522
805 1 5.69624 0.0 11.392464
806 1 7.1203 1.42406 12.816522
807 1 8.54436 0.0 11.392464
808 1 9.96842 1.42406 12.816522
809 1 11.39248 0.0 11.392464
810 1 12.81654 1.42406 12.816522
811 1 14.2406 0.0 11.392464
812 1 15.66466 1.42406 12.816522
813 1 17.08872 0.0 11.392464
814 1 18.51278 1.42406 12.816522
815 1 19.93684 0.0 11.392464
816 1 21.3609 1.42406 12.816522
817 1 22.78496 0.0 11.392464
818 1 24.20902 1.42406 12.816522
819 1 25.63308 0.0 11.392464
820 1 27.05714 1.42406 12.816522
821 1 0.0 2.84812 11.392464
822 1 1.42406 4.27218 12.816522
823 1 2.84812 2.84812 11.392464
824 1 4.27218 4.27218 12.816522
825 1 5.69624 2.84812 11.392464
826 1 7.1203 4.27218 12.816522
827 1 8.54436 2.84812 11.392464
828 1 9.96842 4.27218 12.816522
829 1 11.39248 2.84812 11.392464
830 1 12.81654 4.27218 12.816522
831 1 14.2406 2.84812 11.392464
832 1 15.66466 4.27218 12.816522
833 1 17.08872 2.84812 11.392464
834 1 18.51278 4.27218 12.816522
835 1 19.93684 2.84812 11.392464
836 1 21.3609 4.27218 12.816522
837 1 22.78496 2.84812 11.392464
838 1 24.20902 4.27218 12.816522
839 1 25.63308 2.84812 11.392464
840 1 27.05714 4.27218 12.816522
841 1 0.0 5.69624 11.392464
842 1 1.42406 7.1203 12.816522
843 1 2.84812 5.69624 11.392464
844 1 4.27218 7.1203 12.816522
845 1 5.69624 5.69624 11.392464
846 1 7.1203 7.1203 12.816522
847 1 8.54436 5.69624 11.392464
848 1 9.96842 7.1203 12.816522
849 1 11.39248 5.69624 11.392464
850 1 12.81654 7.1203 12.816522
851 1 14.2406 5.69624 11.392464
852 1 15.66466 7.1203 12.816522
853 1 17.08872 5.69624 11.392464
854 1 18.51278 7.1203 12.816522
855 1 19.93684 5.69624 11.392464
856 1 21.3609 7.1203 12.816522
857 1 22.78496 5.69624 11.392464
858 1 24.20902 7.1203 12.816522
859 1 25.63308 5.69624 11.392464
860 1 27.05714 7.1203 12.816522
861 1 0.0 8.54436 11.392464
862 1 1.42406 9.96842 12.816522
863 1 2.84812 8.54436 11.392464
864 1 4.27218 9.96842 12.816522
865 1 5.69624 8.54436 11.392464
866 1 7.1203 9.96842 12.816522
867 1 8.54436 8.54436 11.392464
868 1 9.96842 9.96842 12.816522
869 1 11.39248 8.54436 11.392464
870 1 12.81654 9.96842 12.816522
871 1 14.2406 8.54436 11.392464
872 1 15.66466 9.96842 12.816522
873 1 17.08872 8.54436 11.392464
874 1 18.51278 9.96842 12.816522
875 1 19.93684 8.54436 11.392464
876 1 21.3609 9.96842 12.816522
877 1 22.78496 8.54436 11.392464
878 1 24.20902 9.96842 12.816522
879 1 25.63308 8.54436 11.392464
880 1 27.05714 9.96842 12.816522
881 1 0.0 11.39248 11.392464
882 1 1.42406 12.81654 12.816522
883 1 2.84812 11.39248 11.392464
884 1 4.27218 12.81654 12.816522
885 1 5.69624 11.39248 11.392464
886 1 7.1203 12.81654 12.816522
887 1 8.54436 11.39248 11.392464
888 1 9.96842 12.81654 12.816522
889 1 11.39248 11.39248 11.392464
890 1 12.81654 12.81654 12.816522
891 1 14.2406 11.39248 11.392464
892 1 15.66466 12.81654 12.816522
893 1 17.08872 11.39248 11.392464
894 1 18.51278 12.81654 12.816522
895 1 19.93684 11.39248 11.392464
896 1 21.3609 12.81654 12.816522
897 1 22.78496 11.39248 11.392464
898 1 24.20902 12.81654 12.816522
899 1 25.63308 11.39248 11.392464
900 1 27.05714 12.81654 12.816522
901 1 0.0 14.2406 11.392464
902 1 1.42406 15.66466 12.816522
903 1 2.84812 14.2406 11.392464
904 1 4.27218 15.66466 12.816522
905 1 5.69624 14.2406 11.392464
906 1 7.1203 15.66466 12.816522
907 1 8.54436 14.2406 11.392464
908 1 9.96842 15.66466 12.816522
909 1 11.39248 14.2406 11.392464
910 1 12.81654 15.66466 12.816522
911 1 14.2406 14.2406 11.392464
912 1 15.66466 15.66466 12.816522
913 1 17.08872 14.2406 11.392464
914 1 18.51278 15.66466 12.816522
915 1 19.93684 14.2406 11.392464
916 1 21.3609 15.66466 12.816522
917 1 22.78496 14.2406 11.392464
918 1 24.20902 15.66466 12.816522
919 1 25.63308 14.2406 11.392464
920 1 27.05714 15.66466 12.816522
921 1 0.0 17.08872 11.392464
922 1 1.42406 18.51278 12.816522
923 1 2.84812 17.08872 11.392464
924 1 4.27218 18.51278 12.816522
925 1 5.69624 17.08872 11.392464
926 1 7.1203 18.51278 12.816522
927 1 8.54436 17.08872 11.392464
928 1 9.96842 18.51278 12.816522
929 1 11.39248 17.08872 11.392464
930 1 12.81654 18.51278 12.816522
931 1 14.2406 17.08872 11.392464
932 1 15.66466 18.51278 12.816522
933 1 17.08872 17.08872 11.392464
934 1 18.51278 18.51278 12.816522
935 1 19.93684 17.08872 11.392464
936 1 21.3609 18.51278 12.816522
937 1 22.78496 17.08872 11.392464
938 1 24.20902 18.51278 12.816522
939 1 25.63308 17.08872 11.392464
940 1 27.05714 18.51278 12.816522
941 1 0.0 19.93684 11.392464
942 1 1.42406 21.3609 12.816522
943 1 2.84812 19.93684 11.392464
944 1 4.27218 21.3609 12.816522
945 1 5.69624 19.93684 11.392464
946 1 7.1203 21.3609 12.816522
947 1 8.54436 19.93684 11.392464
948 1 9.96842 21.3609 12.816522
949 1 11.39248 19.93684 11.392464
950 1 12.81654 21.3609 12.816522
951 1 14.2406 19.93684 11.392464
952 1 15.66466 21.3609 12.816522
953 1 17.08872 19.93684 11.392464
954 1 18.51278 21.3609 12.816522
955 1 19.93684 19.93684 11.392464
956 1 21.3609 21.3609 12.816522
957 1 22.78496 19.93684 11.392464
958 1 24.20902 21.3609 12.816522
959 1 25.63308 19.93684 11.392464
960 1 27.05714 21.3609 12.816522
961 1 0.0 22.78496 11.392464
962 1 1.42406 24.20902 12.816522
963 1 2.84812 22.78496 11.392464
964 1 4.27218 24.20902 12.816522
965 1 5.69624 22.78496 11.392464
966 1 7.1203 24.20902 12.816522
967 1 8.54436 22.78496 11.392464
968 1 9.96842 24.20902 12.816522
969 1 11.39248 22.78496 11.392464
970 1 12.81654 24.20902 12.816522
971 1 14.2406 22.78496 11.392464
972 1 15.66466 24.20902 12.816522
973 1 17.08872 22.78496 11.392464
974 1 18.51278 24.20902 12.816522
975 1 19.93684 22.78496 11.392464
976 1 21.3609 24.20902 12.816522
977 1 22.78496 22.78496 11.392464
978 1 24.20902 24.20902 12.816522
979 1 25.63308 22.78496 11.392464
980 1 27.05714 24.20902 12.816522
981 1 0.0 25.63308 11.392464
982 1 1.42406 27.05714 12.816522
983 1 2.84812 25.63308 11.392464
984 1 4.27218 27.05714 12.816522
985 1 5.69624 25.63308 11.392464
986 1 7.1203 27.05714 12.816522
987 1 8.54436 25.63308 11.392464
988 1 9.96842 27.05714 12.816522
989 1 11.39248 25.63308 11.392464
990 1 12.81654 27.05714 12.816522
991 1 14.2406 25.63308 11.392464
992 1 15.66466 27.05714 12.816522
993 1 17.08872 25.63308 11.392464
994 1 18.51278 27.05714 12.816522
995 1 19.93684 25.63308 11.392464
996 1 21.3609 27.05714 12.816522
997 1 22.78496 25.63308 11.392464
998 1 24.20902 27.05714 12.816522
999 1 25.63308 25.63308 11.392464
1000 1 27.05714 27.05714 12.816522
1001 1 0.0 0.0 14.24058
1002 1 1.42406 1.42406 15.664638
1003 1 2.84812 0.0 14.24058
1004 1 4.27218 1.42406 15.664638
1005 1 5.69624 0.0 14.24058
1006 1 7.1203 1.42406 15.664638
1007 1 8.54436 0.0 14.24058
1008 1 9.96842 1.42406 15.664638
1009 1 11.39248 0.0 14.24058
1010 1 12.81654 1.42406 15.664638
1011 1 14.2406 0.0 14.24058
1012 1 15.66466 1.42406 15.664638
1013 1 17.08872 0.0 14.24058
1014 1 18.51278 1.42406 15.664638
1015 1 19.93684 0.0 14.24058
1016 1 21.3609 1.42406 15.664638
1017 1 22.78496 0.0 14.24058
1018 1 24.20902 1.42406 15.664638
1019 1 25.63308 0.0 14.24058
1020 1 27.05714 1.42406 15.664638
1021 1 0.0 2.84812 14.24058
1022 1 1.42406 4.27218 15.664638
1023 1 2.84812 2.84812 14.24058
1024 1 4.27218 4.27218 15.664638
1025 1 5.69624 2.84812 14.24058
1026 1 7.1203 4.27218 15.664638
1027 1 8.54436 2.84812 14.24058
1028 1 9.96842 4.27218 15.664638
1029 1 11.39248 2.84812 14.24058
1030 1 12.81654 4.27218 15.664638
1031 1 14.2406 2.84812 14.24058
1032 1 15.66466 4.27218 15.664638
1033 1 17.08872 2.84812 14.24058
1034 1 18.51278 4.27218 15.664638
1035 1 19.93684 2.84812 14.24058
1036 1 21.3609 4.27218 15.664638
1037 1 22.78496 2.84812 14.24058
1038 1 24.20902 4.27218 15.664638
1039 1 25.63308 2.84812 14.24058
1040 1 27.05714 4.27218 15.664638
1041 1 0.0 5.69624 14.24058
1042 1 1.42406 7.1203 15.664638
1043 1 2.84812 5.69624 14.24058
1044 1 4.27218 7.1203 15.664638
1045 1 5.69624 5.69624 14.24058
1046 1 7.1203 7.1203 15.664638
1047 1 8.54436 5.69624 14.24058
1048 1 9.96842 7.1203 15.664638
1049 1 11.39248 5.69624 14.24058
1050 1 12.81654 7.1203 15.664638
1051 1 14.2406 5.69624 14.24058
1052 1 15.66466 7.1203 15.664638
1053 1 17.08872 5.69624 14.24058
1054 1 18.51278 7.1203 15.664638
1055 1 19.93684 5.69624 14.24058
1056 1 21.3609 7.1203 15.664638
1057 1 22.78496 5.69624 14.24058
1058 1 24.20902 7.1203 15.664638
1059 1 25.63308 5.69624 14.24058
1060 1 27.05714 7.1203 15.664638
1061 1 0.0 8.54436 14.24058
1062 1 1.42406 9.96842 15.664638
1063 1 2.84812 8.54436 14.24058
1064 1 4.27218 9.96842 15.664638
1065 1 5.69624 8.54436 14.24058
1066 1 7.1203 9.96842 15.664638
1067 1 8.54436 8.54436 14.24058
1068 1 9.96842 9.96842 15.664638
1069 1 11.39248 8.54436 14.24058
1070 1 12.81654 9.96842 15.664638
1071 1 14.2406 8.54436 14.24058
1072 1 15.66466 9.96842 15.664638
1073 1 17.08872 8.54436 14.24058
1074 1 18.51278 9.96842 15.664638
1075 1 19.93684 8.54436 14.24058
1076 1 21.3609 9.96842 15.664638
1077 1 22.78496 8.54436 14.24058
1078 1 24.20902 9.96842 15.664638
1079 1 25.63308 8.54436 14.24058
1080 1 27.05714 9.96842 15.664638
1081 1 0.0 11.39248 14.24058
1082 1 1.42406 12.81654 15.664638
1083 1 2.84812 11.39248 14.24058
1084 1 4.27218 12.81654 15.664638
1085 1 5.69624 11.39248 14.24058
1086 1 7.1203 12.81654 15.664638
1087 1 8.54436 11.39248 14.24058
1088 1 9.96842 12.81654 15.664638
1089 1 11.39248 11.39248 14.24058
1090 1 12.81654 12.81654 15.664638
1091 1 14.2406 11.39248 14.24058
1092 1 15.66466 12.81654 15.664638
1093 1 17.08872 11.39248 14.24058
1094 1 18.51278 12.81654 15.664638
1095 1 19.93684 11.39248 14.24058
1096 1 21.3609 12.81654 15.664638
1097 1 22.78496 11.39248 14.24058
1098 1 24.20902 12.81654 15.664638
1099 1 25.63308 11.39248 14.24058
1100 1 27.05714 12.81654 15.664638
1101 1 0.0 14.2406 14.24058
1102 1 1.42406 15.66466 15.664638
1103 1 2.84812 14.2406 14.24058
1104 1 4.27218 15.66466 15.664638
1105 1 5.69624 14.2406 14.24058
1106 1 7.1203 15.66466 15.664638
1107 1 8.54436 14.2406 14.24058
1108 1 9.96842 15.66466 15.664638
1109 1 11.39248 14.2406 14.24058
1110 1 12.81654 15.66466 15.664638
1111 1 14.2406 14.2406 14.24058
1112 1 15.66466 15.66466 15.664638
1113 1 17.08872 14.2406 14.24058
1114 1 18.51278 15.66466 15.664638
1115 1 19.93684 14.2406 14.24058
1116 1 21.3609 15.66466 15.664638
1117 1 22.78496 14.2406 14.24058
1118 1 24.20902 15.66466 15.664638
1119 1 25.63308 14.2406 14.24058
1120 1 27.05714 15.66466 15.664638
1121 1 0.0 17.08872 14.24058
1122 1 1.42406 18.51278 15.664638
1123 1 2.84812 17.08872 14.24058
1124 1 4.27218 18.51278 15.664638
1125 1 5.69624 17.08872 14.24058
1126 1 7.1203 18.51278 15.664638
1127 1 8.54436 17.08872 14.24058
1128 1 9.96842 18.51278 15.664638
1129 1 11.39248 17.08872 14.24058
1130 1 12.81654 18.51278 15.664638
1131 1 14.2406 17.08872 14.24058
1132 1 15.66466 18.51278 15.664638
1133 1 17.08872 17.08872 14.24058
1134 1 18.51278 18.51278 15.664638
1135 1 19.93684 17.08872 14.24058
1136 1 21.3609 18.51278 15.664638
1137 1 22.78496 17.08872 14.24058
1138 1 24.20902 18.51278 15.664638
1139 1 25.63308 17.08872 14.24058
1140 1 27.05714 18.51278 15.664638
1141 1 0.0 19.93684 14.24058
1142 1 1.42406 21.3609 15.664638
1143 1 2.84812 19.93684 14.24058
1144 1 4.27218 21.3609 15.664638
1145 1 5.69624 19.93684 14.24058
1146 1 7.1203 21.3609 15.664638
1147 1 8.54436 19.93684 14.24058
1148 1 9.96842 21.3609 15.664638
1149 1 11.39248 19.93684 14.24058
1150 1 12.81654 21.3609 15.664638
1151 1 14.2406 19.93684 14.24058
1152 1 15.66466 21.3609 15.664638
1153 1 17.08872 19.93684 14.24058
1154 1 18.51278 21.3609 15.664638
1155 1 19.93684 19.93684 14.24058
1156 1 21.3609 21.3609 15.664638
1157 1 22.78496 19.93684 14.24058
1158 1 24.20902 21.3609 15.664638
1159 1 25.63308 19.93684 14.24058
1160 1 27.05714 21.3609 15.664638
1161 1 0.0 22.78496 14.24058
1162 1 1.42406 24.20902 15.664638
1163 1 2.84812 22.78496 14.24058
1164 1 4.27218 24.20902 15.664638
1165 1 5.69624 22.78496 14.24058
1166 1 7.1203 24.20902 15.664638
1167 1 8.54436 22.78496 14.24058
1168 1 9.96842 24.20902 15.664638
1169 1 11.39248 22.78496 14.24058
1170 1 12.81654 24.20902 15.664638
1171 1 14.2406 22.78496 14.24058
1172 1 15.66466 24.20902 15.664638
1173 1 17.08872 22.78496 14.24058
1174 1 18.51278 24.20902 15.664638
1175 1 19.93684 22.78496 14.24058
1176 1 21.3609 24.20902 15.664638
1177 1 22.78496 22.78496 14.24058
1178 1 24.20902 24.20902 15.664638
1179 1 25.63308 22.78496 14.24058
1180 1 27.05714 24.20902 15.664638
1181 1 0.0 25.63308 14.24058
1182 1 1.42406 27.05714 15.664638
1183 1 2.84812 25.63308 14.24058
1184 1 4.27218 27.05714 15.664638
1185 1 5.69624 25.63308 14.24058
1186 1 7.1203 27.05714 15.664638
1187 1 8.54436 25.63308 14.24058
1188 1 9.96842 27.05714 15.664638
1189 1 11.39248 25.63308 14.24058
1190 1 12.81654 27.05714 15.664638
1191 1 14.2406 25.63308 14.24058
1192 1 15.66466 27.05714 15.664638
1193 1 17.08872 25.63308 14.24058
1194 1 18.51278 27.05714 15.664638
1195 1 19.93684 25.63308 14.24058
1196 1 21.3609 27.05714 15.664638
1197 1 22.78496 25.63308 14.24058
1198 1 24.20902 27.05714 15.664638
1199 1 25.63308 25.63308 14.24058
1200 1 27.05714 27.05714 15.664638
1201 1 0.0 0.0 17.088696
1202 1 1.42406 1.42406 18.512754
1203 1 2.84812 0.0 17.088696
1204 1 4.27218 1.42406 18.512754
1205 1 5.69624 0.0 17.088696
1206 1 7.1203 1.42406 18.512754
1207 1 8.54436 0.0 17.088696
1208 1 9.96842 1.42406 18.512754
1209 1 11.39248 0.0 17.088696
1210 1 12.81654 1.42406 18.512754
1211 1 14.2406 0.0 17.088696
1212 1 15.66466 1.42406 18.512754
1213 1 17.08872 0.0 17.088696
1214 1 18.51278 1.42406 18.512754
1215 1 19.93684 0.0 17.088696
1216 1 21.3609 1.42406 18.512754
1217 1 22.78496 0.0 17.088696
1218 1 24.20902 1.42406 18.512754
1219 1 25.63308 0.0 17.088696
1220 1 27.05714 1.42406 18.512754
1221 1 0.0 2.84812 17.088696
1222 1 1.42406 4.27218 18.512754
1223 1 2.84812 2.84812 17.088696
1224 1 4.27218 4.27218 18.512754
1225 1 5.69624 2.84812 17.088696
1226 1 7.1203 4.27218 18.512754
1227 1 8.54436 2.84812 17.088696
1228 1 9.96842 4.27218 18.512754
1229 1 11.39248 2.84812 17.088696
1230 1 12.81654 4.27218 18.512754
1231 1 14.2406 2.84812 17.088696
1232 1 15.66466 4.27218 18.512754
1233 1 17.08872 2.84812 17.088696
1234 1 18.51278 4.27218 18.512754
1235 1 19.93684 2.84812 17.088696
1236 1 21.3609 4.27218 18.512754
1237 1 22.78496 2.84812 17.088696
1238 1 24.20902 4.27218 18.512754
1239 1 25.63308 2.84812 17.088696
1240 1 27.05714 4.27218 18.512754
1241 1 0.0 5.69624 17.088696
1242 1 1.42406 7.1203 18.512754
1243 1 2.84812 5.69624 17.088696
1244 1 4.27218 7.1203 18.512754
1245 1 5.69624 5.69624 17.088696
1246 1 7.1203 7.1203 18.512754
1247 1 8.54436 5.69624 17.088696
1248 1 9.96842 7.1203 18.512754
1249 1 11.39248 5.69624 17.088696
1250 1 12.81654 7.1203 18.512754
1251 1 14.2406 5.69624 17.088696
1252 1 15.66466 7.1203 18.512754
1253 1 17.08872 5.69624 17.088696
1254 1 18.51278 7.1203 18.512754
1255 1 19.93684 5.69624 17.088696
1256 1 21.3609 7.1203 18.512754
1257 1 22.78496 5.69624 17.088696
1258 1 24.20902 7.1203 18.512754
1259 1 25.63308 5.69624 17.088696
1260 1 27.05714 7.1203 18.512754
1261 1 0.0 8.54436 17.088696
1262 1 1.42406 9.96842 18.512754
1263 1 2.84812 8.54436 17.088696
1264 1 4.27218 9.96842 18.512754
1265 1 5.69624 8.54436 17.088696
1266 1 7.1203 9.96842 18.512754
1267 1 8.54436 8.54436 17.088696
1268 1 9.96842 9.96842 18.512754
1269 1 11.39248 8.54436 17.088696
1270 1 12.81654 9.96842 18.512754
1271 1 14.2406 8.54436 17.088696
1272 1 15.66466 9.96842 18.512754
1273 1 17.08872 8.54436 17.088696
1274 1 18.51278 9.96842 18.512754
1275 1 19.93684 8.54436 17.088696
1276 1 21.3609 9.96842 18.512754
1277 1 22.78496 8.54436 17.088696
1278 1 24.20902 9.96842 18.512754
1279 1 25.63308 8.54436 17.088696
1280 1 27.05714 9.96842 18.512754
1281 1 0.0 11.39248 17.088696
1282 1 1.42406 12.81654 18.512754
1283 1 2.84812 11.39248 17.088696
1284 1 4.27218 12.81654 18.512754
1285 1 5.69624 11.39248 17.088696
1286 1 7.1203 12.81654 18.512754
1287 1 8.54436 11.39248 17.088696
1288 1 9.96842 12.81654 18.512754
1289 1 11.39248 11.39248 17.088696
1290 1 12.81654 12.81654 18.512754
1291 1 14.2406 11.39248 17.088696
1292 1 15.66466 12.81654 18.512754
1293 1 17.08872 11.39248 17.088696
1294 1 18.51278 12.81654 18.512754
1295 1 19.93684 11.39248 17.088696
1296 1 21.3609 12.81654 18.512754
1297 1 22.78496 11.39248 17.088696
1298 1 24.20902 12.81654 18.512754
1299 1 25.63308 11.39248 17.088696
1300 1 27.05714 12.81654 18.512754
1301 1 0.0 14.2406 17.088696
1302 1 1.42406 15.66466 18.512754
1303 1 2.84812 14.2406 17.088696
1304 1 4.27218 15.66466 18.512754
1305 1 5.69624 14.2406 17.088696
1306 1 7.1203 15.66466 18.512754
1307 1 8.54436 14.2406 17.088696
1308 1 9.96842 15.66466 18.512754
1309 1 11.39248 14.2406 17.088696
1310 1 12.81654 15.66466 18.512754
1311 1 14.2406 14.2406 17.088696
1312 1 15.66466 15.66466 18.512754
1313 1 17.08872 14.2406 17.088696
1314 1 18.51278 15.66466 18.512754
1315 1 19.93684 14.2406 17.088696
1316 1 21.3609 15.66466 18.512754
1317 1 22.78496 14.2406 17.088696
1318 1 24.20902 15.66466 18.512754
1319 1 25.63308 14.2406 17.088696
1320 1 27.05714 15.66466 18.512754
1321 1 0.0 17.08872 17.088696
1322 1 1.42406 18.51278 18.512754
1323 1 2.84812 17.08872 17.088696
1324 1 4.27218 18.51278 18.512754
1325 1 5.69624 17.08872 17.088696
1326 1 7.1203 18.51278 18.512754
1327 1 8.54436 17.08872 17.088696
1328 1 9.96842 18.51278 18.512754
1329 1 11.39248 17.08872 17.088696
1330 1 12.81654 18.51278 18.512754
1331 1 14.2406 17.08872 17.088696
1332 1 15.66466 18.51278 18.512754
1333 1 17.08872 17.08872 17.088696
1334 1 18.51278 18.51278 18.512754
1335 1 19.93684 17.08872 17.088696
1336 1 21.3609 18.51278 18.512754
1337 1 22.78496 17.08872 17.088696
1338 1 24.20902 18.51278 18.512754
1339 1 25.63308 17.08872 17.088696
1340 1 27.05714 18.51278 18.512754
1341 1 0.0 19.93684 17.088696
1342 1 1.42406 21.3609 18.512754
1343 1 2.84812 19.93684 17.088696
1344 1 4.27218 21.3609 18.512754
1345 1 5.69624 19.93684 17.088696
1346 1 7.1203 21.3609 18.512754
1347 1 8.54436 19.93684 17.088696
1348 1 9.96842 21.3609 18.512754
1349 1 11.39248 19.93684 17.088696
1350 1 12.81654 21.3609 18.512754
1351 1 14.2406 19.93684 17.088696
1352 1 15.66466 21.3609 18.512754
1353 1 17.08872 19.93684 17.088696
1354 1 18.51278 21.3609 18.512754
1355 1 19.93684 19.93684 17.088696
1356 1 21.3609 21.3609 18.512754
1357 1 22.78496 19.93684 17.088696
1358 1 24.20902 21.3609 18.512754
1359 1 25.63308 19.93684 17.088696
1360 1 27.05714 21.3609 18.512754
1361 1 0.0 22.78496 17.088696
1362 1 1.42406 24.20902 18.512754
1363 1 2.84812 22.78496 17.088696
1364 1 4.27218 24.20902 18.512754
1365 1 5.69624 22.78496 17.088696
1366 1 7.1203 24.20902 18.512754
1367 1 8.54436 22.78496 17.088696
1368 1 9.96842 24.20902 18.512754
1369 1 11.39248 22.78496 17.088696
1370 1 12.81654 24.20902 18.512754
1371 1 14.2406 22.78496 17.088696
1372 1 15.66466 24.20902 18.512754
1373 1 17.08872 22.78496 17.088696
1374 1 18.51278 24.20902 18.512754
1375 1 19.93684 22.78496 17.088696
1376 1 21.3609 24.20902 18.512754
1377 1 22.78496 22.78496 17.088696
1378 1 24.20902 24.20902 18.512754
1379 1 25.63308 22.78496 17.088696
1380 1 27.05714 24.20902 18.512754
1381 1 0.0 25.63308 17.088696
1382 1 1.42406 27.05714 18.512754
1383 1 2.84812 25.63308 17.088696
1384 1 4.27218 27.05714 18.512754
1385 1 5.69624 25.63308 17.088696
1386 1 7.1203 27.05714 18.512754
1387 1 8.54436 25.63308 17.088696
1388 1 9.96842 27.05714 18.512754
1389 1 11.39248 25.63308 17.088696
1390 1 12.81654 27.05714 18.512754
1391 1 14.2406 25.63308 17.088696
1392 1 15.66466 27.05714 18.512754
1393 1 17.08872 25.63308 17.088696
1394 1 18.51278 27.05714 18.512754
1395 1 19.93684 25.63308 17.088696
1396 1 21.3609 27.05714 18.512754
1397 1 22.78496 25.63308 17.088696
1398 1 24.20902 27.05714 18.512754
1399 1 25.63308 25.63308 17.088696
1400 1 27.05714 27.05714 18.512754
1401 1 0.0 0.0 19.936812
1402 1 1.42406 1.42406 21.36087
1403 1 2.84812 0.0 19.936812
1404 1 4.27218 1.42406 21.36087
1405 1 5.69624 0.0 19.936812
1406 1 7.1203 1.42406 21.36087
1407 1 8.54436 0.0 19.936812
1408 1 9.96842 1.42406 21.36087
1409 1 11.39248 0.0 19.936812
1410 1 12.81654 1.42406 21.36087
1411 1 14.2406 0.0 19.936812
1412 1 15.66466 1.42406 21.36087
1413 1 17.08872 0.0 19.936812
1414 1 18.51278 1.42406 21.36087
1415 1 19.93684 0.0 19.936812
1416 1 21.3609 1.42406 21.36087
1417 1 22.78496 0.0 19.936812
1418 1 24.20902 1.42406 21.36087
1419 1 25.63308 0.0 19.936812
1420 1 27.05714 1.42406 21.36087
1421 1 0.0 2.84812 19.936812
1422 1 1.42406 4.27218 21.36087
1423 1 2.84812 2.84812 19.936812
